"Financial Year","Return Type","Name","Creditor Name","Address Line 1","Address Line 2","Suburb","State","Postcode","Amount owed","Financial or Non-financial institution"
"2010-2011","Associated Entity Return","Transport Workers Union of Australia - Federal Council","Qantas","C/o Freehills Solicitors","MLC Centre  9 Martin Place","SYDNEY","NSW","2001","839090","Non-financial"
"2010-2011","Associated Entity Return","Transport Workers Union of Australia - NSW Branch","Provision for Annual Leave and Long Service Leave","Unit 3  289 Canberra Avenue","","FYSHWICK","ACT","2609","34240","Non-financial"
"2010-2011","Associated Entity Return","Transport Workers Union of Australia - NSW Branch","Transport Workers Union of Australia National Office","388-390 Sussex Street","","Sydney","NSW","2000","73225","Non-financial"
"2010-2011","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Australian Taxation Office","GPO Box 9990","","ADELAIDE BC","SA","5000","43182","Non-financial"
"2010-2011","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","TWU National Office","388-390 Sussex St","","SYDNEY","NSW","2000","44337","Non-financial"
"2010-2011","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","TWUSUPER","Locked Bag 5094","","PARRAMATTA","NSW","2150","15207","Financial"
"2010-2011","Associated Entity Return","Transport Workers Union of New South Wales","AGL Sales Pty Ltd","Locked Bag 20024","","Melbourne","VIC","3000","13238","Non-financial"
"2010-2011","Associated Entity Return","Transport Workers Union of New South Wales","Australian Taxation Office","Locked Bag 1793","","PENRITH","NSW","1793","22894","Non-financial"
"2010-2011","Associated Entity Return","Transport Workers Union of New South Wales","Australian Taxation Office","Locked Bag 1793","","PENRITH","NSW","1793","136058","Non-financial"
"2010-2011","Associated Entity Return","Transport Workers Union of New South Wales","Caltex","2 Market Street","","Sydney","NSW","2000","12218","Non-financial"
"2010-2011","Associated Entity Return","Transport Workers Union of New South Wales","Darren Arbib-2026 Films","2 Cooper Park Road","","BELLEVUE HILL","NSW","2023","14960","Non-financial"
"2010-2011","Associated Entity Return","Transport Workers Union of New South Wales","Laurentide Financial Services Pty Ltd","Suite 1, 17-23 Myrtle Street","","NORTH SYDNEY","NSW","2060","65218","Financial"
"2010-2011","Associated Entity Return","Transport Workers Union of New South Wales","Provisions for Annual Leave & Long Service Leave and Mortality Benefits","31, Cowper Street","","PARRAMATTA","NSW","2150","1007128","Non-financial"
"2010-2011","Associated Entity Return","Transport Workers Union of New South Wales","Transport Workers Union Federal Account","31, Cowper Street","","PARRAMATTA","NSW","2150","68742","Non-financial"
"2010-2011","Associated Entity Return","United Firefighters Union of Australia Qld Branch","Australian Taxation Office","Locked Bag 1793","","PENRITH","NSW","1793","28728","Non-financial"
"2010-2011","Associated Entity Return","United Firefighters Union of Australia Qld Branch","Commonwealth Bank","Boundary St","","WEST END","QLD","4101","182433","Financial"
"2010-2011","Associated Entity Return","United Firefighters Union of Australia VIC","Agostinelli Perlen","Level 2, 200 Lygon St","","CARLTON","VIC","3053","25190","Non-financial"
"2010-2011","Associated Entity Return","United Firefighters Union of Australia VIC","Australian Taxation Office","Locked Bag 1936","","ALBURY","NSW","1936","13747","Non-financial"
"2010-2011","Associated Entity Return","United Firefighters Union of Australia VIC","Capital Finance","Level 28","140 William St","MELBOURNE","VIC","3000","50817","Financial"
"2010-2011","Associated Entity Return","United Firefighters Union of Australia VIC","Lamanna Direct","10 English St","","ESSENDON FIELDS","VIC","3041","13312","Non-financial"
"2010-2011","Associated Entity Return","United Firefighters Union of Australia VIC","Members Equity Bank","Level 16","360 Collins St","MELBOURNE","VIC","3001","23158","Financial"
"2010-2011","Associated Entity Return","United Workers Union","Australia Post","G.P,O Box 2137","","MELBOURNE","VIC","3001","15813","Non-financial"
"2010-2011","Associated Entity Return","United Workers Union","Australian Super","G.P.O Box 1901","","MELBOURNE","VIC","3001","63116","Non-financial"
"2010-2011","Associated Entity Return","United Workers Union","Australian Taxation Office","Locked Bag 1793","","PENRITH","NSW","1793","17210","Non-financial"
"2010-2011","Associated Entity Return","United Workers Union","BDO","GPO Box 2551","","SYDNEY","NSW","2001","35000","Non-financial"
"2010-2011","Associated Entity Return","United Workers Union","BDO","GPO Box 2551","","SYDNEY","NSW","2001","38000","Non-financial"
"2010-2011","Associated Entity Return","United Workers Union","Caltex","GPO Box 3998","","SYDNEY","NSW","2000","12448","Non-financial"
"2010-2011","Associated Entity Return","United Workers Union","Catalyst","Suite 10","4 Goulburn St","SYDNEY","NSW","2000","20000","Non-financial"
"2010-2011","Associated Entity Return","United Workers Union","Commonwealth Bank Aust","240 Queen Street","","BRISBANE","QLD","4000","13886","Financial"
"2010-2011","Associated Entity Return","United Workers Union","DATA#3 LIMITED","PO Box 551","","INDOOROOPILLY","QLD","4068","33176","Non-financial"
"2010-2011","Associated Entity Return","United Workers Union","Eddy Partners","Lv 8","501 LaTrobe St","MELBOURNE","VIC","3000","23925","Non-financial"
"2010-2011","Associated Entity Return","United Workers Union","Insearch","PO Box K1085","","HAYMARKET","NSW","1240","187000","Non-financial"
"2010-2011","Associated Entity Return","United Workers Union","ITA","Lv 1","117-131 Capel St","NORTH MELBOURNE","VIC","3051","18116","Non-financial"
"2010-2011","Associated Entity Return","United Workers Union","KPMG","71 Eagle Street","","BRISBANE","QLD","4000","31350","Non-financial"
"2010-2011","Associated Entity Return","United Workers Union","MAKE BELIEVE GROUP PTY LTD","Suite 32","61 Marlborough St","SURRY HILLS","NSW","2010","31992","Non-financial"
"2010-2011","Associated Entity Return","United Workers Union","Modbury Press","91 Research Road","","POORAKA","SA","5098","11840","Non-financial"
"2010-2011","Associated Entity Return","United Workers Union","Net Communications Pty Ltd","PO Box 439","","ROSEBERRY","NSW","2018","21395","Non-financial"
"2010-2011","Associated Entity Return","United Workers Union","Office of State Revenue","GPO Box 4042","","SYDNEY","NSW","2001","23604","Non-financial"
"2010-2011","Associated Entity Return","United Workers Union","Qld Office of State Revenue","33 Charlotte Street","","BRISBANE","QLD","4000","25910","Non-financial"
"2010-2011","Associated Entity Return","United Workers Union","Rotary Club of Williamstown","PO Box 111","","WILLIAMSTOWN","VIC","3016","13200","Non-financial"
"2010-2011","Associated Entity Return","United Workers Union","Telstra","G.P.O Box 9901","","MELBOURNE","VIC","3001","17161","Non-financial"
"2010-2011","Associated Entity Return","Vapold Pty Ltd","Corporate Carpet Services","44 Pakington Street","","St Kilda","VIC","3182","29866","Non-financial"
"2010-2011","Associated Entity Return","Vapold Pty Ltd","KPMG","147 Collins Street","","Melbourne","VIC","3000","23000","Non-financial"
"2009-2010","Associated Entity Return","ALP Holdings Pty Ltd as Trustee of the ALP Investment Trust","Australian Labor Party, SA Branch","141 Gilles Street","","ADELAIDE","SA","5000","650776","Non-financial"
"2009-2010","Associated Entity Return","ALP Holdings Pty Ltd as Trustee of the ALP Investment Trust","Commonwealth Bank of Australia","23 Gouger Street","","ADELAIDE","SA","5000","410391","Financial"
"2009-2010","Associated Entity Return","Altum Pty Ltd as Trustee for Altum Property Unit Trust","6 St Pauls Tce (Associated Entity)","PO Box 5156","","WEST END","QLD","4101","5933208","Non-financial"
"2009-2010","Associated Entity Return","Altum Pty Ltd as Trustee for the Altum Head Quarters Trust","Altum Pty Ltd (Associated Entity)","PO Box 5156","","WEST END","QLD","4101","30000","Non-financial"
"2009-2010","Associated Entity Return","Altum Pty Ltd as Trustee for the Altum Head Quarters Trust","Elders Rural Services Australia Limited","PO Box 122","","ROMA","QLD","4455","720987","Non-financial"
"2009-2010","Associated Entity Return","ASU - NSW Local Government Clerical Administrative Energy Airlines & Utilities Branch","ASU National Office","Ground Floor","116 Queensberry Street","CARLTON SOUTH","VIC","3053","204794","Non-financial"
"2009-2010","Associated Entity Return","ASU Victorian Private Sector Branch","Australian Super","GPO BOX 1901","","Melbourne","VIC","3000","11911","Non-financial"
"2009-2010","Associated Entity Return","ASU Victorian Private Sector Branch","Australian Tax Office","GPO Box 9990","","Melbourne","VIC","3000","63114","Non-financial"
"2009-2010","Associated Entity Return","Aust Building Const Employees & Builders Labour Fed (QLD Br)","Australian Taxation Department","Locked Bag 101","","HURSTVILLE BC","NSW","1481","140803","Non-financial"
"2009-2010","Associated Entity Return","Aust Building Const Employees & Builders Labour Fed (QLD Br)","BUSSQ","G P O  BOX  2775","","BRISBANE","QLD","4001","22789","Financial"
"2009-2010","Associated Entity Return","Aust Building Const Employees & Builders Labour Fed (QLD Br)","CFMEU Federal Office","P O  BOX Q235 QVB","","SYDNEY","NSW","1230","55280","Non-financial"
"2009-2010","Associated Entity Return","Aust Building Const Employees & Builders Labour Fed (QLD Br)","Office of State Revenue","G P O  BOX  2248","","BRISBANE","QLD","4001","12380","Non-financial"
"2009-2010","Associated Entity Return","Australasian Meat Industry Employees' Union - NSW Branch","ATO","Locked Bag 1793","","PENRITH","NSW","1793","34209","Non-financial"
"2009-2010","Associated Entity Return","Australasian Meat Industry Employees Union (Tasmanian Branch)","AMIEU Federal Council","Cytton Street","","BRISBANE","QLD","4000","18621","Non-financial"
"2009-2010","Associated Entity Return","Australasian Meat Industry Employees Union Victorian Branch","Australasian Meat Industry Employees Union Victorian Branch - Employee Leave Benefits","2/72 Lygon Street","","CARLTON","VIC","3053","196183","Non-financial"
"2009-2010","Associated Entity Return","Australasian Meat Industry Employees Union Victorian Branch","Australasian Meat Industry Employees Union Victorian Branch - Employee Leave Benefits","2/72 Lygon Street","","CARLTON","VIC","3053","103697","Non-financial"
"2009-2010","Associated Entity Return","Australasian Meat Industry Employees Union Victorian Branch","Australasian Meat Industry Employees Union Victorian Branch - Employee Leave Benefits","2/72 Lygon Street","","CARLTON","VIC","3053","13785","Non-financial"
"2009-2010","Associated Entity Return","Australasian Meat Industry Employees Union Victorian Branch","CBFC - Hire Purchase Liability","Level 8","101 George Street","PARRAMATTA","NSW","2150","11510","Financial"
"2009-2010","Associated Entity Return","Australasian Meat Industry Employees Union Victorian Branch","CBFC - Hire Purchase Liability","Level 8","101 George Street","PARRAMATTA","NSW","2150","11584","Financial"
"2009-2010","Associated Entity Return","Australasian Meat Industry Employees Union Victorian Branch","CBFC - Hire Purchase Liability","Level 8","101 George Street","PARRAMATTA","NSW","2150","15283","Financial"
"2009-2010","Associated Entity Return","Australasian Meat Industry Employees Union Victorian Branch","CBFC - Hire Purchase Liability","Level 8","101 George Street","PARRAMATTA","NSW","2150","20357","Financial"
"2009-2010","Associated Entity Return","Australasian Meat Industry Employees Union Victorian Branch","CBFC - Hire Purchase Liability","Level 8","101 George Street","PARRAMATTA","NSW","2150","22664","Financial"
"2009-2010","Associated Entity Return","Australasian Meat Industry Employees Union Victorian Branch","CBFC - Hire Purchase Liability","Level 8","101 George Street","PARRAMATTA","NSW","2150","23877","Financial"
"2009-2010","Political Party Return","Australian Citizens Party","CEC Australia (Services) Pty Ltd","595 Sydney Rd","","Coburg","VIC","3058","387621","Non-financial"
"2009-2010","Political Party Return","Australian Citizens Party","Citizens Media Group Pty Ltd","595 Sydney Rd ","","Coburg","VIC","3058","252473","Non-financial"
"2009-2010","Political Party Return","Australian Citizens Party","Gabrielle Peut","P O Box 376","","Coburg","VIC","3058","31330","Non-financial"
"2009-2010","Political Party Return","Australian Greens","Make Believe","Suite 32 61 Marlborough Street","","SURRY HILLS","NSW","2010","36383","Non-financial"
"2009-2010","Political Party Return","Australian Greens","Queensland Greens","PO Box 661","","ALBION BC","QLD","4010","11508","Non-financial"
"2009-2010","Political Party Return","Australian Greens","Tasmanian Greens","GPO Box 1132","","HOBART","TAS","7001","18500","Non-financial"
"2009-2010","Political Party Return","Australian Greens","The Greens WA","PO Box 3022","","PERTH ADELAIDE TCE","WA","6832","13988","Non-financial"
"2009-2010","Political Party Return","Australian Greens","Victorian Greens","GPO Box 4589","","MELBOURNE","VIC","3001","70487","Non-financial"
"2009-2010","Political Party Return","Australian Greens, Tasmanian Branch","Australian Greens","GPO Box 1108","","CANBERRA","ACT","2601","13560","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ACT Branch)","AGEST","Locked Bag 20","","WOLLONGONG","NSW","2500","1631","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ACT Branch)","ALP (ACT) Staff Leave Entitlements","GPO Box 3065","","CANBERRA","ACT","2601","9065","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ACT Branch)","ALP (ACT) Staff Leave Entitlements","GPO Box 3065","","CANBERRA","ACT","2601","3356","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ACT Branch)","Deputy Commissioner of Taxation","GPO Box 9990","","CANBERRA","ACT","2601","23918","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ACT Branch)","Guild Super","GPO Box 1088","","MELBOURNE","VIC","3001","1070","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ACT Branch)","Kudasai","GPO Box 2293","","CANBERRA CITY","ACT","2601","2219","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ACT Branch)","MLC Limited","GPO Box 1315","","NORTH SYDNEY","NSW","2059","9340","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ACT Branch)","NAB Credit Card","39 London Circuit","","CITY","ACT","2601","1940","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ACT Branch)","National Press Club","16 National Circuit","","BARTON","ACT","2600","1222","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ACT Branch)","Ramad Pty Ltd","U1/28 Ainslie Avenue","","CANBERRA CITY","ACT","2601","1190","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ACT Branch)","Retail Employees Superannuation Trust Pty Ltd","PO Box 350","","PARRAMATTA","NSW","2124","1274","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ALP)","American Express Int Inc","PO Box 3928","","SYDNEY","NSW","1133","31016","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ALP)","Aon Risk Services","GPO Box 2188","","CANBERRA","ACT","2601","35067","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ALP)","Cabcharge Aust Limited","PO Box 600","","PADDINGTON","NSW","2021","12394","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ALP)","Campaigns & Communications Group Pty Ltd","Level 1, 71 York Street","","SYDNEY","NSW","2000","11990","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ALP)","Community Engine Pty Ltd","Suite 42, 117 Old Pittwater Road","","BROOKVALE","NSW","2100","254069","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ALP)","Corporate Traveller","GPO Box 1949","","CANBERRA","ACT","2601","43366","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ALP)","Cutting Edge Post Pty Ltd","PO Box 3798","","SOUTH BRISBANE BC","QLD","4101","124200","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ALP)","Hire Intelligence","PO Box 561","","NORTH RYDE BC","NSW","1670","18648","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ALP)","HP Financial Services","Locked Bag 3115","","RHODES","NSW","2138","12869","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ALP)","Infront Systems Pty Ltd","PO Box 3866","","MANUKA","ACT","2603","20297","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ALP)","John Curtin House Ltd","PO Box 6222","","KINGSTON","ACT","2604","1950000","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ALP)","KPMG Charted Accountants","PO Box 7396","","CANBERRA BC","ACT","2610","22000","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ALP)","Majenta Linas Software","4 New Street","","KEW","VIC","3101","26725","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ALP)","McCann Worldwide Group","166 William Street","","WOOLLOOMOOLOO","NSW","2011","72729","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ALP)","Scott Taylor Communications","Level 9, 2 Elizabeth Plaza","","NORTH SYDNEY","NSW","2060","12320","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ALP)","Telstra","GPO Box 9901","","MELBOURNE","VIC","3001","12507","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ALP)","UMR Research Pty Ltd","Suite 105, 332-342 Oxford Street","","BONDI JUNCTION","NSW","2022","267385","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ALP)","Wellstone Action","2446 University Ave West","Suite 170","MN 55114","","","55711","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (ALP)","Westpac Business Banking","Franklin Street","","MANUKA","ACT","2603","6020931","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (N.S.W. Branch)","AD Industries Pty Ltd","Unit 2, 23 Orchard Rd","","BROOKVALE","NSW","2100","27526","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (N.S.W. Branch)","Australian Taxation Office","GPO Box 9990","","SYDNEY","NSW","2000","46591","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (N.S.W. Branch)","Cutting Edge Post P/L","140 Myrtle St","","CHIPPENDALE","NSW","2008","27627","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (N.S.W. Branch)","GEON Australia Pty Ltd","20 Baker Street","","BANKSMEADOW","NSW","2019","72738","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (N.S.W. Branch)","HLB Mann Judd","Level 19, 207 Kent Street","","SYDNEY","NSW","2000","90000","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (N.S.W. Branch)","Jeffries Printing Services","Unit 5, 71A Milperra Rd","","REVESBY","NSW","2211","43020","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (N.S.W. Branch)","John McCarthy QC","5th Floor, Wentworth Chambers","180 Phillip Street","SYDNEY","NSW","2000","14000","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (N.S.W. Branch)","M Pty Ltd","PO Box 1569","","STRAWBERRY","NSW","2012","18500","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (N.S.W. Branch)","National Secretariat","PO Box 6222","","KINGSTON","ACT","2604","32620","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (N.S.W. Branch)","National Secretariat","PO Box 6222","","KINGSTON","ACT","2604","14854","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (N.S.W. Branch)","Research - UMR","Suite 105, 332-342 Oxford St","","BONDI JUNCTION","NSW","2022","47676","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (N.S.W. Branch)","Staff Entitlement","PO Box K408","","HAYMARKET","NSW","1240","86540","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (N.S.W. Branch)","Staff Entitlement","PO Box K408","","HAYMARKET","NSW","1240","71484","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (N.S.W. Branch)","Staff Entitlement","PO Box K408","","HAYMARKET","NSW","1240","53792","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (N.S.W. Branch)","Staff Entitlement","PO Box K408","","HAYMARKET","NSW","1240","26121","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (N.S.W. Branch)","Staff Entitlement","PO Box K408","","HAYMARKET","NSW","1240","22059","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (N.S.W. Branch)","Staff Entitlement","PO Box K408","","HAYMARKET","NSW","1240","18337","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (N.S.W. Branch)","Synergy Consumables P/L","PO Box 3223","","NARELLAN DC","NSW","2567","24904","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (N.S.W. Branch)","Turning Point Solutions Pty Ltd","Suite 6, 23 Warners Avenue","","BONDI BEACH","NSW","2026","16041","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (N.S.W. Branch)","UMR Research Pty Ltd","Suite 105, 332-342 Oxford St","","BONDI JUNCTION","NSW","2022","62592","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (Northern Territory) Branch","ALP National Secretariat","PO Box 6222","","KINGSTON","ACT","2604","27098","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (Northern Territory) Branch","CSG Photocopier Leasing","PO Box 39999","","WINNELLIE","NT","0821","15505","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (South Australian Branch)","Commonwealth Bank of Australia","23 Gougar Street","","ADELAIDE","SA","5000","390125","Financial"
"2009-2010","Political Party Return","Australian Labor Party (State of Queensland)","ALP Nat Secretariat","PO Box 6222","","KINGSTON","ACT","2604","6450","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (State of Queensland)","ALP National Secretariat","PO Box E1","","KINGSTON","ACT","2604","28050","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (State of Queensland)","Australian Taxation Office","PO Box 8444","","CHERMSIDE","QLD","4032","25309","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (State of Queensland)","Bishopp Outdoor Advertising","PO Box 335","","KELVIN GROVE","QLD","4059","4972","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (State of Queensland)","Labor Holding Pty Ltd","PO Box 5032","","WEST END","QLD","4101","190000","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (State of Queensland)","Retail Decisions Pty Ltd","GPO Box 5290","","MELBOURNE","VIC","3001","1105","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (State of Queensland)","Telstra","GPO Box 9901","","MELBOURNE","VIC","8101","4248","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (State of Queensland)","ToadShow Pty Ltd","PO Box 3015","","SOUTH BRISBANE BC","QLD","4101","4667","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (State of Queensland)","UMR Rsearch","332-342 Oxford Street","","BONDI JUNCTION","NSW","2022","31561","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (State of Queensland)","Urbane Restaurant & Bar","179 Mary Street","","BRISBANE","QLD","4000","1364","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (Tasmanian Branch)","Foot & Playstead","99-109 Charles Street","","LAUNCESTON","TAS","7250","11800","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (Tasmanian Branch)","Integral Communications","152 Collins Street","","HOBART","TAS","7000","33000","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (Tasmanian Branch)","Members Equity Bank","Level 17","360 Colins Street","MELBOURNE","VIC","8399","26613","Financial"
"2009-2010","Political Party Return","Australian Labor Party (Tasmanian Branch)","National Australia Bank","Rooke Street","","DEVONPORT","TAS","7310","50000","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (Tasmanian Branch)","UMR Research","Level 1, Suite 105","332-342 Oxford Street","SYDNEY","NSW","2020","15000","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (Victorian Branch)","Auspoll Pty Ltd","6 Bond Street","","SOUTH YARRA","VIC","3141","40700","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (Victorian Branch)","Australian Taxation Office (June BAS)","2 Lonsdale Street","","MELBOURNE","VIC","3000","183801","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (Victorian Branch)","Campaign IQ","GPO Box 2227","","SYDNEY","NSW","2001","25666","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (Victorian Branch)","Holding Redlich","GPO Box 2154T","","MELBOURNE","VIC","3001","14877","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (Victorian Branch)","HTT Associates","1 Collins Street","","MELBOURNE","VIC","3000","22000","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (Victorian Branch)","Melbourne Exhibition & Conv. Centre","P.O. Box 286 WTC Post Office","","MELBOURNE","VIC","8005","19463","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (Victorian Branch)","Shannon's Way Pty Ltd","Level 2","461 Bourke Street","MELBOURNE","VIC","3000","61448","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (Victorian Branch)","UMR Research","Level 1 Suite 105","332-342 Oxford Street","BONDI JUNCTION","NSW","2022","14767","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (Victorian Branch)","Visibility Consulting P/L","FSA #41 Driver Avenue","","MOORE PARK","NSW","1363","35717","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (Western Australian Branch)","John Curtin House","PO Box 6222","","Kington","ACT","2604","116300","Non-financial"
"2009-2010","Political Party Return","Australian Labor Party (Western Australian Branch)","National Secretariat","PO Box E1","","KINGSTON","ACT","2604","110000","Non-financial"
"2009-2010","Associated Entity Return","Australian Municipal Administrative Clerical & Services Union - Queensland Together Branch","ASU National Office","116 Queensberry Street","","CARLTON SOUTH","VIC","3053","53868","Non-financial"
"2009-2010","Associated Entity Return","Australian Municipal Administrative Clerical & Services Union - Queensland Together Branch","Lease & Asset Finance Pty Ltd","414 Upper Roma St","","Brisbane ","QLD","4001","67978","Financial"
"2009-2010","Associated Entity Return","Australian Municipal, Administrative, Clerical and Services Union - Queensland (Services and Northern Administrative) Branch","Australian Taxation Office","Locked Bag 1793","","PENRITH","NSW","1793","44502","Non-financial"
"2009-2010","Associated Entity Return","Australian Municipal, Administrative, Clerical and Services Union - Queensland (Services and Northern Administrative) Branch","Queensland Services Union","PO Box 3347","","SOUTH BRISBANE","QLD","4101","21750","Non-financial"
"2009-2010","Associated Entity Return","Australian Municipal, Administrative, Clerical and Services Union - Queensland (Services and Northern Administrative) Branch","Unions National","Level 3","69 Reservoir Street","SURRY HILLS","NSW","2010","28673","Non-financial"
"2009-2010","Associated Entity Return","Australian Rail Tram & Bus Industry Union, Queensland Branch","Australian Taxation Office","","","","","","72269","Non-financial"
"2009-2010","Associated Entity Return","Australian Rail Tram & Bus Industry Union, Queensland Branch","Rail Tram and Bus Union National Office","83-89 Renwick St","","REDFERN","NSW","2016","215271","Non-financial"
"2009-2010","Associated Entity Return","Australian Rail Tram & Bus Union (Victorian Branch)","Commonwealth Bank","Locked Bag 3095","","Parrmatta","NSW","2124","493500","Financial"
"2009-2010","Associated Entity Return","Australian Rail Tram and Bus Industry Union New South Wales Branch","Essential Media","Suite 10/377 Sussex St","","Sydne","NSW","2000","23606","Non-financial"
"2009-2010","Associated Entity Return","Australian Rail Tram and Bus Industry Union New South Wales Branch","PS Associates","32 Beach St","","COOGEE","NSW","2034","66627","Non-financial"
"2009-2010","Associated Entity Return","Australian Rail Tram and Bus Industry Union New South Wales Branch","Rail Corp","Po Box K349","","HAYMARKET","NSW","2000","50102","Non-financial"
"2009-2010","Associated Entity Return","Australian Rail Tram and Bus Industry Union New South Wales Branch","RTBU National","83-89 Renwick St","","REDFERN","NSW","2016","66770","Non-financial"
"2009-2010","Associated Entity Return","Australian Rail Tram and Bus Industry Union New South Wales Branch","RTBU National","83-89 Renwick St","","Redern","NSW","2016","66413","Non-financial"
"2009-2010","Associated Entity Return","Australian Rail Tram and Bus Industry Union Western Australian Branch","Australian Taxation Office","Locked Bag 1936","","ALBURY","NSW","1936","12729","Non-financial"
"2009-2010","Associated Entity Return","Australian Services Union - Tasmania","ASU National Office","Gr Floor 116 Queensberry Street","","Carlton SOuth","VIC","3053","194015","Non-financial"
"2009-2010","Associated Entity Return","Australian Services Union - Victorian & Tasmanian Authorities & Services Branch","ASU National Office","116 - 126 Queensberry St","","CARLTON SOUTH","VIC","3053","69147","Non-financial"
"2009-2010","Associated Entity Return","Australian Services Union - Victorian & Tasmanian Authorities & Services Branch","Eddy Partners P/L","Level 8","501 La Trobe St","MELBOURNE","VIC","3000","25080","Non-financial"
"2009-2010","Associated Entity Return","Australian Services Union - Victorian & Tasmanian Authorities & Services Branch","Unions National P'L","Locked Bag 2706","","STRAWBERRY HILLS","NSW","2012","24459","Non-financial"
"2009-2010","Associated Entity Return","Australian Services Union - Victorian & Tasmanian Authorities & Services Branch","Victorian Trades Hal Council","54 Victoria St","","CARLTON SOUTH","VIC","3053","18340","Non-financial"
"2009-2010","Associated Entity Return","Australian Services Union of NSW & ACT (Services) Branch","ASU Emplpyees' Leave Entitlements","Renwick Street","","REDFERN","NSW","2016","374340","Non-financial"
