"Event","Media ID","Name","Business Name","Return Type","Address Line 1","Address Line 2","Suburb","State","Postcode","Total Amount"
"2001 Federal Election","4853","89.3 FM","Liverpool Green Valley Community Co-op Ltd","Broadcaster","306 Macquarie St","","LIVERPOOL","NSW","2170","0"
"2001 Federal Election","4337","89.3 Gulf FM","Peninsula Community Broadcasters","Broadcaster","PO Box 390","","KADINA","SA","5554","0"
"2001 Federal Election","4854","89.7 Iwin Cities FM","Wanneroo Doondalup Regional Broadcasters Association Inc","Broadcaster","PO Box 281","","WANNEROO PRIVATE BOXES","WA","6946","0"
"2001 Federal Election","4850","89.9 FM","Triple Seven Communications Inc","Broadcaster","PO Box 777","","MONT ALBERT","VIC","3127","0"
"2001 Federal Election","4218","8CCC","Centralian College Inc","Broadcaster","PO Box 795","","ALICE SPRINGS PRIVATE BOXES","NT","0871","165"
"2001 Federal Election","4855","8GGG FM","Rhema FM","Broadcaster","PO Box 43146","","CASUARINA PRIVATE BOXES","NT","0811","0"
"2001 Federal Election","4534","8HA Sun-FM","Alice Springs Commercial Broadcasters Pty Ltd","Broadcaster","PO Box 2106","","ALICE SPRINGS PRIVATE BOXES","NT","0871","12705"
"2001 Federal Election","4328","8KNB","Radio Larrakia Inc","Broadcaster","PO Box 1097","","NIGHTCLIFF","NT","0810","220"
"2001 Federal Election","4529","900","Northern Tasmania Broadcasters Pty Ltd","Broadcaster","PO Box 7635","","LAUNCESTON","TAS","7250","3116"
"2001 Federal Election","4253","91.9 Star FM","Radio 3CV Pty Ltd","Broadcaster","PO Box 108","","GOLDEN SQUARE","VIC","3555","3699"
"2001 Federal Election","3959","92.7 MIX FM","","Broadcaster","Private Mail Bag Number 1","","SUNSHINE COAST BUSINESS CENTRE","QLD","4558","5169"
"2001 Federal Election","4458","927","Curtin Radio 927","Broadcaster","GPO Box U1987","","PERTH GPO BOXES S1291-U1997","WA","6845","2024"
"2001 Federal Election","4496","93.1 Real FM","Mudgee Broadcasting Company Pty Ltd","Broadcaster","PO Box 17","","MUDGEE","NSW","2850","5158"
"2001 Federal Election","4553","93.1 Sea FM","Maryborough Broadcasting Corporation","Broadcaster","PO Box 651","","BUNDABERG","QLD","4670","7262"
"2001 Federal Election","4525","93.1 Star FM","Riverina Broadcasters (Holdings) Pty Ltd","Broadcaster","PO Box 480","","WAGGA WAGGA","NSW","2650","730"
"2001 Federal Election","4419","93.5 Eagle FM (2SNO)","Radio Goulburn Pty Ltd t/a Eagle FM","Broadcaster","PO Box 115","","GOULBURN","NSW","2580","914"
"2001 Federal Election","4885","93.7 Heritage FM","Heritage FM Inc","Broadcaster","PO Box 161","","ARMADALE","WA","6112","0"
"2001 Federal Election","4082","93.9 Bay FM","Bay FM Pty. Ltd.","Broadcaster","PO Box 9550","","GEELONG","VIC","3220","2952"
"2001 Federal Election","4102","93.9 Hitz FM","Bundaberg Broadcasters Pty Ltd","Broadcaster","PO Box 1059","","BUNDABERG","QLD","4670","13506"
"2001 Federal Election","4266","93.9 Star FM","93.9 Star FM","Broadcaster","PO Box 31","","YOUNG","NSW","2594","3140"
"2001 Federal Election","4268","94.1 FM","Whitehorse/Boroonda Community Radio Inc","Broadcaster","PO Box 159","","BOX HILL","VIC","3128","0"
"2001 Federal Election","4478","95.3 Huon FM","Huon FM Community Radio","Broadcaster","School Road","","GEEVESTON","TAS","7116","520"
"2001 Federal Election","4475","96.1 Star FM Mount Gambier","South Eastern Broadcasters Pty Ltd","Broadcaster","PO Box 500","","MOUNT GAMBIER","SA","5290","243"
"2001 Federal Election","4473","96.3 5SE Mount Gambier","South Eastern Broadcaster Pty Ltd","Broadcaster","PO Box 500","","MOUNT GAMBIER","SA","5290","243"
"2001 Federal Election","4101","96.5 FM","Batajia Coast FM","Broadcaster","PO Box 128","","GERALDTON","WA","6530","70"
"2001 Federal Election","4091","97.3 Coast FM","West Coast Radio Pty Ltd","Broadcaster","141 Mandurah Tce","","MANDURAH","WA","6210","5808"
"2001 Federal Election","4406","97.3FM","Brisbane FM Radio Pty Ltd","Broadcaster","PO Box 973","","COORPAROO","QLD","4151","0"
"2001 Federal Election","4519","97.9 3MA FM","3MA Pty Ltd","Broadcaster","PO Box 539","","MILDURA","VIC","3500","646"
"2001 Federal Election","4565","98.1 Power FM","Radio Hunter Valley","Broadcaster","PO Box 600","","MUSWELLBROOK","NSW","2333","111"
"2001 Federal Election","4097","98.1FM","Batajia Coast FM","Broadcaster","PO Box 128","","GERALDTON","WA","6530","320"
"2001 Federal Election","4476","98.5 One FM","Goulburn Valley Community Radio Inc","Broadcaster","PO Box 6824","","SHEPPARTON","VIC","3630","0"
"2001 Federal Election","4857","99.5 3BBR FM","West Gippsland Community Radio Inc","Broadcaster","PO Box 995","","DROUIN","VIC","3818","0"
"2001 Federal Election","4518","99.5 Star FM","3MA Pty Ltd","Broadcaster","PO Box 539","","MILDURA","VIC","3500","646"
"2001 Federal Election","3871","ABA Update","Australian Broadcasting Authority","Publisher","Po Box Q500","","QUEEN VICTORIA BUILDING PO","NSW","2000","0"
"2001 Federal Election","4858","ABC Western Plains","Australian Broadcasting Corporation","Broadcaster","45 Wingewarra St","","DUBBO","NSW","2830","0"
"2001 Federal Election","2010","Abilities","Royal Institute for Deaf & Blind Children","Publisher","361-365 North Rocks Road","","NORTH ROCKS","NSW","2151","0"
"2001 Federal Election","4099","ABU","Bundaberg Broadcasters Pty Ltd","Broadcaster","PO Box 1059","","BUNDABERG","QLD","4670","17061"
"2001 Federal Election","4589","Acca","Australasian Cemeteriesy Crematria Association","Publisher","472 William St","","WEST MELBOURNE","VIC","3003","0"
"2001 Federal Election","4883","Ace Channel 6","Adelaide Community & Educational Television Inc","Broadcaster","120-122 Fullarton Rd","","NORWOOD","SA","5067","0"
"2001 Federal Election","4590","Acocia Press","Acocia Press","Publisher","Suite 401 Level 4, 155 King St","","SYDNEY","NSW","2000","0"
"2001 Federal Election","4591","Acres Australia","Independant Rural Publishing","Publisher","PO Box 27","","EUMUNDI","QLD","4562","0"
"2001 Federal Election","4592","Activate","Australian Sports Commission","Publisher","Leverrier Cres","","BRUCE","ACT","2617","0"
"2001 Federal Election","4593","Active & Healthy Magazine","Australian Council for Health, Physical Education & Recreatn","Publisher","214 Port Rd","","HINDMARSH","SA","5007","0"
"2001 Federal Election","4594","AD 2000","AD 2000","Publisher","PO Box 186","","NORTH MELBOURNE","VIC","3051","0"
"2001 Federal Election","4595","Adaq News","Australian Dental Association (Qld Branch)","Publisher","PO Box 455","","FORTITUDE VALLEY","QLD","4006","0"
"2001 Federal Election","2706","Adelaide Church Guardian","Anglican Diocese of Adelaide","Publisher","28 James Place","","ADELAIDE","SA","5000","0"
"2001 Federal Election","4588","Adelaide Hills Weekender","Triple 1 Media Management Pty Ltd","Publisher","PO Box 787","","STIRLING","SA","5152","2157"
"2001 Federal Election","4596","Adelaidean","Adelaide University","Publisher","South Australia","","ADELAIDE","SA","5000","0"
"2001 Federal Election","4303","ADS-10","Network Ten (Adelaide) Pty Ltd","Broadcaster","1 Saunders St","","PYRMONT","NSW","2009","0"
"2001 Federal Election","3179","AEU News","Australian Educations Union Vic Branch","Publisher","Po Box 363","","ABBOTSFORD","VIC","3067","0"
"2001 Federal Election","4600","Afloat Publications","Afloat Publications","Publisher","PO Box 709","","WILLOUGHBY","NSW","2068","0"
"2001 Federal Election","4068","Air Force Today Newspaper","Strike Publictaions Pty Ltd","Publisher","PO Box 27","","AMBERLEY","QLD","4306","1119"
"2001 Federal Election","4806","Air876 (2ABA FM)","Nepean Riverlands Community Broadcasting Assoc","Broadcaster","PO Box 694","","KINGSWOOD","NSW","2747","0"
"2001 Federal Election","1320","Al Bairak","Foreign Language Publications Pty Ltd","Publisher","PO Box 155","","MARRICKVILLE","NSW","2204","6177"
"2001 Federal Election","4325","Albany & Great Southern Weekender","Albany & Great Southern Weekender Newspapers","Publisher","107 Stead Rd","","ALBANY","WA","6330","4326"
"2001 Federal Election","540","Albany Advertiser","Albany Advertiser Ltd","Publisher","PO Box 5168","","ALBANY","WA","6330","0"
"2001 Federal Election","1213","Albert & Logan News","Nationwide News Pty Ltd","Publisher","PO Box 104","","ALDERLEY","QLD","4051","9057"
"2001 Federal Election","4787","Albert & Logan News (Friday)","Nationwide News Pty Ltd","Publisher","PO Box 104","","ALDERLEY","QLD","4051","0"
"2001 Federal Election","283","Alexandra & Eildon Standard","Alexandra Newspapers Pty Ltd","Publisher","PO Box 5","","ALEXANDRA","VIC","3714","1094"
"2001 Federal Election","398","Allora Advertiser","JW & KM Gordon (Publishers)","Publisher","PO Box 53","","ALLORA","QLD","4362","110"
"2001 Federal Election","4605","Alpacas Australia","Australian Alpaca Association","Publisher","PO Box 1076","","BOX HILL NORTH","VIC","3129","0"
"2001 Federal Election","4080","Alpine Observer","North East Newspapers","Publisher","Po Box 341","","MYRTLEFORD PRIVATE BOXES","VIC","3736","2759"
"2001 Federal Election","4606","Alternative Law Journal","","Publisher","C/- Law University, PO Box 12","Monash University","CLAYTON","VIC","3168","0"
"2001 Federal Election","4569","AM1026 Easy Listening Mackay","AMi Radio Pty Ltd","Broadcaster","PO Box 88","","ORANGE","NSW","2800","2989"
"2001 Federal Election","4570","AM1071 Easy Listening Victoria","AMi Radio Pty Ltd","Broadcaster","PO Box 88","","ORANGE","NSW","2800","2710"
"2001 Federal Election","4571","AM1089 Easy Listening Orange","AMi Radio Pty Ltd","Broadcaster","PO Box 88","","ORANGE","NSW","2800","0"
"2001 Federal Election","4573","AM531 Easy Listening Port Macquarie","AMi Radio Pty Ltd","Broadcaster","PO Box 88","","ORANGE","NSW","2800","1650"
"2001 Federal Election","4574","AM621 Easy Listening Bunbury","AMi Radio Pty Ltd","Broadcaster","PO Box 88","","ORANGE","NSW","2800","0"
"2001 Federal Election","4572","AM639 Easy Listening Coffs Harbour","AMi Radio Pty Ltd","Broadcaster","PO Box 88","","ORANGE","NSW","2800","302"
"2001 Federal Election","4568","AM846 Easy Listening Cairns","AMi Radio Pty Ltd","Broadcaster","PO Box 88","","ORANGE","NSW","2800","3850"
"2001 Federal Election","4432","AMV","Prime Television (Victoria)","Broadcaster","PO Box 7777","","BALLARAT MAIL CENTRE PRIVATE BOXES","VIC","3354","542470"
"2001 Federal Election","2440","Ancestor","Genealogical Society of Victoria Inc, The","Publisher","Level 6, 179 Queen Street","","MELBOURNE","VIC","3000","0"
"2001 Federal Election","4771","Anglican Encounter","","Publisher","PO Box 5370","","NEWCASTLE WEST","NSW","2302","0"
"2001 Federal Election","4283","Animal Planet","Optus","Broadcaster","Cnr Epping & Delhi Roads","","NORTH RYDE","NSW","2113","4500"
"2001 Federal Election","4608","Animals Today","ANZFAS","Publisher","PO Box 1023","","COLLINGWOOD","VIC","3066","0"
"2001 Federal Election","4386","An-Nahar Newspaper","Australian Lebanese Media","Publisher","Suite 202, Level 2","398 Chapel Rd","BANKSTOWN","NSW","2200","9858"
"2001 Federal Election","4610","AOPA","","Publisher","PO Box 26","","GEORGES HALL","NSW","2198","0"
"2001 Federal Election","3570","Appita Journal","","Publisher","Suite 47, Lvl 1, CCT","255 Drummond Street","CARLTON","VIC","3053","0"
"2001 Federal Election","3912","APRAP","Australasian Performing Rights Association Ltd","Publisher","Locked Bag 3665","","ST LEONARDS","NSW","2065","0"
"2001 Federal Election","4612","AQ: Journal Of Contemporary Analysis","Australian Institute Of Political Science","Publisher","PO Box 145","","BALMAIN","NSW","2041","0"
"2001 Federal Election","1767","Arafura Times","Arafura Publishing ( NT ) Pty Ltd","Publisher","PO Box 1369","","NHULUNBUY PRIVATE BOXES","NT","0881","734"
"2001 Federal Election","284","Ararat Advertiser","Regional Publishers (Western Vic)","Publisher","PO Box 93","","ARARAT","VIC","3377","3856"
"2001 Federal Election","4614","Architectural Science Review","","Publisher","University Of Sydney","","SYDNEY UNIVERSITY","NSW","2006","0"
"2001 Federal Election","4613","Architecture Australia","Architecture Media Pty Ltd","Publisher","Level 3, 4 Princes St","","PORT MELBOURNE","VIC","3207","0"
"2001 Federal Election","125","Area News","Riverina Newspaper (Griffith) Pty Ltd","Publisher","PO Box 1004","","GRIFFITH","NSW","2680","2944"
"2001 Federal Election","4615","Arena Publishing","","Publisher","PO Box 18","","CARLTON NORTH","VIC","3054","0"
"2001 Federal Election","4616","ARIA Report","Australian Record Industry Association","Publisher","PO Box Q20","QVB Post Office","SYDNEY SOUTH","NSW","1235","0"
"2001 Federal Election","4917","Armidale Express","Regional Publishers P/L Tamworth/ New England","Publisher","PO Box 70","","ARMIDALE","NSW","2350","33481"
"2001 Federal Election","4915","Armidale Express Extra","Regional Publishers P/L Tamworth/New England","Publisher","PO Box 70","","ARMIDALE","NSW","2350","3890"
"2001 Federal Election","4617","Armory Publishing","","Publisher","PO Box E201","","KINGSTON","ACT","2604","0"
"2001 Federal Election","4619","ART & Australia","Fine Art Publishing","Publisher","42-44 Chanoos St","","ST LEONARDS","NSW","2065","0"
"2001 Federal Election","4618","Art Asia Pacific","Fine Art Publishing","Publisher","42-44 Chanoos St","","ST LEONARDS","NSW","2065","0"
"2001 Federal Election","1846","Artlink","Artlink Australia","Publisher","363 Esplanade","","HENLEY BEACH","SA","5022","0"
"2001 Federal Election","4261","Artsound FM 92.7","Artsound Incorporated","Broadcaster","PO Box 87","","CURTIN","ACT","2605","0"
"2001 Federal Election","4622","Asia Publications Pty Ltd","Asian Sunday (Weekly Newspaper)","Publisher","PO Box 300","","MARRICKVILLE","NSW","2204","0"
"2001 Federal Election","4623","Asia Today International","East Asia News & Features","Publisher","Box N7, Grosvenor Place Post Office","","SYDNEY","NSW","1224","0"
"2001 Federal Election","3729","ASIALINE","Department of Foreign Affairs & Trade","Publisher","RG Casey Building","John McEwen Cres","BARTON","ACT","2600","0"
"2001 Federal Election","4624","Asian Journal of Mining","AJM Publishing Pty Ltd","Publisher","PO Box 13121","Law Court PO","MELBOURNE","VIC","8006","0"
"2001 Federal Election","3170","Asia-Pacific Defence Reporter","APN Business Magazines Pty Ltd","Publisher","Po Box 172","","PRAHRAN","VIC","3181","0"
"2001 Federal Election","4625","Association CBE Management","","Publisher","PO Box 614","","BOX HILL","VIC","3128","0"
"2001 Federal Election","4904","Athletic Echo","","Publisher","PO Box 286","","NORTH MELBOURNE","VIC","3051","0"
"2001 Federal Election","4365","ATN7","Amalgamated Television Services Pty Ltd","Broadcaster","Mobbs Lane","","EPPING","NSW","2121","1572065"
"2001 Federal Election","4302","ATV-10","Network Ten (Melbourne) Pty Ltd","Broadcaster","1 Saunders St","","PYRMONT","NSW","2009","1198094"
"2001 Federal Election","541","Augusta - Margaret River Mail","Rural Press Regional Media (WA)","Publisher","PO Box 8","","COLLIE","WA","6225","1253"
"2001 Federal Election","4626","Aurora","Anare Club Journal","Publisher","PO Box 2534W","","MELBOURNE GPO PRIVATE BOXES","VIC","3001","0"
"2001 Federal Election","3730","Ausbuy Connection","Australian Owned Companies Assoc Ltd","Publisher","Po Box 440","]","RYDALMERE","NSW","2116","0"
"2001 Federal Election","4627","AusIMM Bulletin","","Publisher","PO Box 660","","CARLTON SOUTH","VIC","3053","0"
"2001 Federal Election","2918","Aussie Backpacker","North Australian Publishing Co Pty Ltd","Publisher","Po Box 1264","","TOWNSVILLE","QLD","4810","0"
"2001 Federal Election","4761","Austar Communications","Austar Communications","Broadcaster","Locked Bag A3940","","SYDNEY SOUTH","NSW","1235","152885"
"2001 Federal Election","4146","Austereo","Austereo","Broadcaster","Level 26","500 Oxford Street","BONDI JUNCTION","NSW","2022","740449"
"2001 Federal Election","2711","Australasian Catholic Record","Editorial Board A.C. Record","Publisher","99 Albert Road","","STRATHFIELD","NSW","2135","0"
"2001 Federal Election","3485","Australasian Drilling","Australasian Drilling Industry Association Ltd, The","Publisher","19 Victoria Road","","SEVILLE","VIC","3139","0"
"2001 Federal Election","2810","Australasian Taekwondo Magazine","Blitz Publications","Publisher","Po Box 4075","","MULGRAVE","VIC","3170","0"
"2001 Federal Election","3656","Australasian Textiles & Fashion","Australasian Textiles Publishers","Publisher","Po Box 286","","BELMONT","VIC","3216","0"
"2001 Federal Election","4630","Australia Defence Association","","Publisher","PO Box 1131","","DONCASTER EAST","VIC","3109","0"
"2001 Federal Election","2847","Australian & British Soccer Weekly","Foreign Language Publications Pty Ltd","Publisher","Po Box 155","","MARRICKVILLE","NSW","2204","0"
"2001 Federal Election","4747","Australian Appaloosa Journal","Howell&Howell Word&Vision","Publisher","PO Box 1339","","TAMWORTH","NSW","2340","0"
"2001 Federal Election","4632","Australian Author","Chan Media Pty Ltd","Publisher","131 Victoria St","","POTTS POINT","NSW","2011","0"
"2001 Federal Election","4587","Australian Automotive Aftermarket Association","Australian Automotive Aftermarket Association","Publisher","Suite 11, 622 Ferntree Gully Rd","","MULGRAVE","VIC","3170","0"
"2001 Federal Election","3277","Australian Banking & Finance","Charlton Group, The","Publisher","Level 3, 56 Berry Street","","NORTH SYDNEY","NSW","2060","0"
"2001 Federal Election","2487","Australian Bloodhorse Review","Badranad Pty Ltd","Publisher","Po Box 286","","RICHMOND","NSW","2753","0"
"2001 Federal Election","1898","Australian Bride","Abstract Publishing Inc","Publisher","PO Box 36","","NORTH MELBOURNE","VIC","3051","0"
"2001 Federal Election","4746","Australian Campdraft & Rodeo Monthly","Howell&Howell Words&Vision","Publisher","PO Box 1339","","TAMWORTH","NSW","2340","0"
"2001 Federal Election","1481","Australian Canegrower","Canegrowers","Publisher","GPO Box 1032","","BRISBANE GPO PRIVATE BOXES","QLD","4001","1287"
"2001 Federal Election","2712","Australian Catholics","Jesuit Publications","Publisher","Po Box 553","","RICHMOND","VIC","3121","0"
"2001 Federal Election","1775","Australian Chinese Age","","Publisher","Level 9, 180 Russell St","","MELBOURNE","VIC","3000","0"
"2001 Federal Election","1265","Australian Chinese Daily","Australian Chinese Newspaper Pty Ltd","Publisher","PO Box K525","","HAYMARKET","NSW","2000","18026"
"2001 Federal Election","4687","Australian Chinese TImes","Chinanet (Australia) Pty Ltd","Publisher","PO Box 628","","NORTH PERTH PRIVATE BOXES","WA","6906","3861"
"2001 Federal Election","4634","Australian Classic Car","ACMP","Publisher","PO Box 250","","BONDI","NSW","2026","0"
"2001 Federal Election","3052","Australian Clay Journal & Ceramic News","Hamilton Press","Publisher","Po Box 386","","MANLY","NSW","2095","0"
"2001 Federal Election","4636","Australian Coal Industry News","","Publisher","PO Box 683","","NEWCASTLE","NSW","2300","0"
"2001 Federal Election","4637","Australian College of Education","","Publisher","PO Box 323","","DEAKIN WEST","ACT","2600","0"
"2001 Federal Election","4774","Australian Council of Social Service","","Publisher","Locked Bag 4777","","STRAWBERRY HILLS","NSW","2012","0"
"2001 Federal Election","1964","Australian Country Craft & Decorating","Express Publishing Pty Ltd","Publisher","Locked Bag 111","","SILVERWATER","NSW","2128","0"
"2001 Federal Election","4760","Australian Cyclist","","Publisher","GPO Box 3222","","CANBERRA GPO PRIVATE BOXES","ACT","2601","0"
"2001 Federal Election","4639","Australian Dairy Corporation","","Publisher","IBM Centre","Level 5, 60 City Road","SOUTHBANK","VIC","3006","0"
"2001 Federal Election","4640","Australian Diamond Report","","Publisher","PO Box 683","","NEWCASTLE","NSW","2300","0"
"2001 Federal Election","4641","Australian Early Childhood Association","","Publisher","PO Box 105","","WATSON","ACT","2602","0"
"2001 Federal Election","4796","Australian Economic Review","","Publisher","6th Fl","Economics & Commerce Bldg","MELBOURNE UNIVERSITY","VIC","3052","0"
"2001 Federal Election","4642","Australian Energy News","Industry Science Resources","Publisher","Level 3","51 Allara Street","WATSON","ACT","2602","0"
"2001 Federal Election","3436","Australian Family Physician","Royal Australian College of General Practitioners","Publisher","1 Palmerston Crescent","","SOUTH MELBOURNE","VIC","3205","0"
"2001 Federal Election","2441","Australian Family Tree Connections","","Publisher","Po Box 322","","GOSFORD","NSW","2250","0"
"2001 Federal Election","4174","Australian Financial Review","Financial Review","Publisher"," PO Box506","","SYDNEY GPO PRIVATE BOXES","NSW","2001","0"
"2001 Federal Election","3660","Australian Forest Grower","Australian Forest Growers","Publisher","Po Box E18","","KINGSTON","ACT","2604","0"
"2001 Federal Election","2444","Australian Geographic","John Fairfax Holdings","Publisher","Po Box 321","","TERREY HILLS","NSW","2084","0"
"2001 Federal Election","4770","Australian Goat World","","Publisher","PO Box 189","","KIAMA","NSW","2533","0"
"2001 Federal Election","2660","Australian Gold Gem & Treasure Magazine","Express Publishing Pty Ltd","Publisher","Locked Bag 111","","SILVERWATER","NSW","2128","0"
"2001 Federal Election","3706","Australian Grapegrower & Winemaker","Ryan Publications","Publisher","PO Box 3013","","NORWOOD","SA","5067","0"
"2001 Federal Election","4772","Australian Health Consumer","Consumers' Health Forum","Publisher","PO Box 170","","CURTIN","ACT","2605","0"
"2001 Federal Election","3437","Australian Health Review","Australian Healthcare Association","Publisher","Po Box 54","","DEAKIN WEST","ACT","2600","0"
"2001 Federal Election","2069","Australian Hereford Quarterly","Australian Hereford Society Ltd","Publisher","Po Box 246","","BRISBANE GPO PRIVATE BOXES","QLD","4001","0"
"2001 Federal Election","2572","Australian Hustler","J T Publishing Australia Pty Ltd","Publisher","Po Box 1478","","BONDI JUNCTION","NSW","2022","0"
"2001 Federal Election","4644","Australian Institute of International Affairs","","Publisher","32 Thesiger Court","","DEAKIN","ACT","2600","0"
"2001 Federal Election","2775","Australian Ironman","Blitz Publications","Publisher","Po Box 4075","","MULGRAVE","VIC","3170","0"
"2001 Federal Election","1808","Australian Jewish News ( Sydney Edition )","Australian Jewish Press Pty Ltd","Publisher","Locked Bag 42","","DARLINGHURST","NSW","2010","9965"
"2001 Federal Election","3631","Australian Journal of Chemistry","CSIRO Publishing","Publisher","Po Box 1139","","COLLINGWOOD","VIC","3066","0"
"2001 Federal Election","3439","Australian Journal of Medical Science","Australian Institute of Medical Scientists","Publisher","Po Box 1911","","MILTON","QLD","4064","0"
"2001 Federal Election","3440","Australian Journal of Physiotherapy","Australian Physiotherapy Association","Publisher","Po Box 6465","","MELBOURNE GPO PRIVATE BOXES","VIC","3001","0"
"2001 Federal Election","1981","Australian Journal of Social Issues","Australian Council of Social Service","Publisher","Locked Bag 477","","STRAWBERRY HILLS","NSW","2012","0"
"2001 Federal Election","4645","Australian Kuriel","Euro-Media Pty Ltd","Publisher","Locked Bag 22","","BANKSTOWN","NSW","2200","0"
"2001 Federal Election","2070","Australian Landcare","Agricultural Publishers Pty Ltd","Publisher","Po Box 160","","PORT MELBOURNE","VIC","3207","0"
"2001 Federal Election","3588","Australian Leisure Management","Asia-Pacific Leisure","Publisher","Po Box 212","","ST PAULS","NSW","2031","0"
"2001 Federal Election","3044","Australian Library Journal","Australian Library and Information Association","Publisher","Po Box E441","","KINGSTON","ACT","2604","0"
"2001 Federal Election","2555","Australian Literary Studies","University of QLD Press","Publisher","Po Box 42","","UNIVERSITY OF QUEENSLAND","QLD","4072","0"
"2001 Federal Election","3442","Australian Medicine","Australian Medical Association (AMA)","Publisher","Po Box E115","","KINGSTON","ACT","2604","0"
"2001 Federal Election","4646","Australian Music Centre Calendar","Australian Music Centre","Publisher","PO Box N690","Grosvenor Place","SYDNEY","NSW","1224","0"
"2001 Federal Election","4647","Australian Music Centre Update","Australian Music Centre","Publisher","PO Box N690","Grosvenor Place","SYDNEY","NSW","1224","0"
"2001 Federal Election","4649","Australian Nursery Manager","Nurser & Garden Industry Australia","Publisher","PO Box 907","","EPPING","NSW","2121","0"
"2001 Federal Election","3522","Australian Nursing Journal","Australian Nursing Federation","Publisher","373-375 St Georges Road","","FITZROY NORTH","VIC","3068","0"
"2001 Federal Election","4650","Australian Parks & Leisure","","Publisher","PO Box 210","","BENDIGO","VIC","3552","0"
"2001 Federal Election","3121","Australian PC World","IDG Communications Pty Ltd","Publisher","Po Box 295","","ST LEONARDS","NSW","2065","0"
"2001 Federal Election","3056","Australian Plumbing Industry Magazine","Master Plumbers & Mechanical Services Associations of Aus","Publisher","525 King Street","","WEST MELBOURNE","VIC","3003","0"
"2001 Federal Election","3875","Australian Press Council News","Australian Press Council","Publisher","149 Castlereagh Street","","SYDNEY","NSW","2000","0"
"2001 Federal Election","2594","Australian Rallysport News","J W & B J Whitten T/A Adorebrock Nominees","Publisher","Po Box 784","","WANGARATTA","VIC","3677","0"
"2001 Federal Election","4651","Australian Screen Education","","Publisher","PO Box 2211","","ST KILDA WEST","VIC","3182","0"
"2001 Federal Election","2075","Australian Seed Industry Magazine","Downs Media Services","Publisher","Po Box 270","","TOOWOOMBA","QLD","4350","0"
"2001 Federal Election","2670","Australian Senior Newspaper","Wagga Daily Advertiser","Publisher","Po Box 130","","WYONG","NSW","2259","0"
"2001 Federal Election","4653","Australian Sharemarket Investor","","Publisher","191 Drummond Street","","CARLTON","VIC","3053","0"
"2001 Federal Election","2833","Australian Shooters Journal","Sporting Shooters Association of Australia Inc","Publisher","Po Box 2066","","KENT TOWN PRIVATE BOXES","SA","5071","0"
"2001 Federal Election","4654","Australian Snowborder Magazine","Morrison Media Pty Ltd","Publisher","PO Bx 823","","BURLEIGH HEADS","QLD","4220","0"
"2001 Federal Election","2596","Australian Street Rodding","Graffiti Publications Pty Ltd","Publisher","Po Box 232","","CASTLEMAINE","VIC","3450","0"
"2001 Federal Election","3663","Australian Training Review","National Centre For Vocational Education Research Ltd","Publisher","252 Kensington Road","","LEABROOK","SA","5068","0"
"2001 Federal Election","3508","Australian Tyre Dealer","Motor Trades Association of Queensland Ltd","Publisher","Po Box 3359","","SOUTH BRISBANE","QLD","4101","0"
"2001 Federal Election","1868","Australian Ultralights","","Publisher","Po Box 1265","","FYSHWICK","ACT","2609","0"
"2001 Federal Election","1984","Australian Worker","Southland Media Pty Ltd","Publisher","Po Box Q162 QVB","","SYDNEY","NSW","2000","0"
"2001 Federal Election","4655","Australias Internet Phone Directory","City Search Directors Pty Ltd","Publisher","Private Bag 11","","OAKLEIGH","VIC","3166","0"
"2001 Federal Election","3486","Australia's Mining Monthly","","Publisher","Po Box 78","","LEEDERVILLE PRIVATE BOXES 1-125","WA","6902","0"
"2001 Federal Election","4656","Autoengineer Australasia","","Publisher","155 Langridge Street","","COLLINGWOOD","VIC","3066","0"
"2001 Federal Election","4657","Avalon Media","Lesbians on the Loose","Publisher","PO Box 1099","","DARLINGHURST POST BOXES","NSW","1300","0"
"2001 Federal Election","1869","Aviation Trader","Helix Aviation Pty Ltd","Publisher","PO Box 266","","LISMORE","NSW","2480","0"
"2001 Federal Election","1501","Avon Valley Advocate","Rural Press Pty Ltd","Publisher","PO Box 8","","COLLIE","WA","6225","10189"
"2001 Federal Election","4875","AXQ - 623","Queensland Hospital Radio Assoc Inc","Broadcaster","PO Box 400","","MOOROOKA","QLD","4105","0"
"2001 Federal Election","4075","Ayr Advocate","Lower Burdekin Newspaper Company P/L","Publisher","PO Box 969","","AYR","QLD","4807","3633"
"2001 Federal Election","4859","B FM Stereo 100.9MHZ","Bankstown City Radio Co-op Ltd","Broadcaster","PO Box 659","","PADSTOW","NSW","2211","0"
"2001 Federal Election","4658","Baird Publications","Baird Publications","Publisher","135 Sturt Street","","SOUTHBANK","VIC","3006","0"
"2001 Federal Election","4347","Bairnsdale Advertiser","East Gippsland Newspapers","Publisher","PO BOX 465","","BAIRNSDALE","VIC","3875","4319"
"2001 Federal Election","1692","Ballarat Courier","Ballarat Courier Pty Ltd","Publisher","PO Box 21","","BALLARAT PRIVATE BOXES","VIC","3353","23053"
"2001 Federal Election","290","Ballarat News","Regional Publishers Western Victoria Pty Ltd","Publisher","PO Box 638","","BALLARAT PRIVATE BOXES","VIC","3353","1440"
"2001 Federal Election","4071","Balonne Beacon Newspaper","Balonne Beacon Newspaper","Publisher","PO Box 206","","ST GEORGE","QLD","4487","383"
