"Event","Media ID","Name","Business Name","Return Type","Advertiser","Advertiser Type","Date Run","Amount"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Australian Democrats Queensland Division","Party","22/09/2004","58"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Australian Democrats Queensland Division","Party","06/10/2004","58"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Australian Labor Party (State of Queensland)","Party","30/06/2004","649"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Australian Labor Party (State of Queensland)","Party","07/07/2004","578"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Australian Labor Party (State of Queensland)","Party","21/07/2004","578"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Australian Labor Party (State of Queensland)","Party","04/08/2004","578"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Australian Labor Party (State of Queensland)","Party","05/09/2004","1271"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Australian Labor Party (State of Queensland)","Party","15/09/2004","1271"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Australian Labor Party (State of Queensland)","Party","22/09/2004","1242"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Australian Labor Party (State of Queensland)","Party","22/09/2004","1271"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Australian Labor Party (State of Queensland)","Party","29/09/2004","1036"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Australian Labor Party (State of Queensland)","Party","29/09/2004","1036"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Australian Labor Party (State of Queensland)","Party","29/09/2004","1060"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Australian Labor Party (State of Queensland)","Party","29/09/2004","1221"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Australian Labor Party (State of Queensland)","Party","06/10/2004","1036"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Australian Labor Party (State of Queensland)","Party","06/10/2004","1036"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Australian Labor Party (State of Queensland)","Party","06/10/2004","1060"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Australian Labor Party (State of Queensland)","Party","06/10/2004","1413"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Clem Jones","Third Party","06/10/2004","85"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Liberal Party of Australia - Queensland Division","Party","22/09/2004","726"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Liberal Party of Australia - Queensland Division","Party","22/09/2004","726"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Liberal Party of Australia - Queensland Division","Party","29/09/2004","1271"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Liberal Party of Australia - Queensland Division","Party","06/10/2004","1271"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","National Party of Australia (Queensland)","Party","08/09/2004","106"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","National Party of Australia (Queensland)","Party","15/09/2004","106"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","NTUC Queensland","Third Party","06/10/2004","743"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Toadshow Pty Ltd","Third Party","08/09/2004","807"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","Wilmac- Coorparoo","Third Party","06/10/2004","1623"
"2004 Federal Election","482","Southern Times Messenger","Messenger Press Pty Ltd","Publisher","Association of Independent Schools of S.A","Third Party","22/09/2004","1312"
"2004 Federal Election","482","Southern Times Messenger","Messenger Press Pty Ltd","Publisher","Association of Independent Schools of S.A","Third Party","29/09/2004","1312"
"2004 Federal Election","482","Southern Times Messenger","Messenger Press Pty Ltd","Publisher","Association of Independent Schools of S.A","Third Party","06/10/2004","1312"
"2004 Federal Election","482","Southern Times Messenger","Messenger Press Pty Ltd","Publisher","Australian Greens","Party","29/09/2004","529"
"2004 Federal Election","482","Southern Times Messenger","Messenger Press Pty Ltd","Publisher","Australian Labor Party (South Australian Branch)","Party","08/09/2004","1476"
"2004 Federal Election","482","Southern Times Messenger","Messenger Press Pty Ltd","Publisher","Australian Labor Party (South Australian Branch)","Party","15/09/2004","1476"
"2004 Federal Election","482","Southern Times Messenger","Messenger Press Pty Ltd","Publisher","Australian Labor Party (South Australian Branch)","Party","22/09/2004","563"
"2004 Federal Election","482","Southern Times Messenger","Messenger Press Pty Ltd","Publisher","Australian Labor Party (South Australian Branch)","Party","22/09/2004","1476"
"2004 Federal Election","482","Southern Times Messenger","Messenger Press Pty Ltd","Publisher","Australian Labor Party (South Australian Branch)","Party","29/09/2004","1476"
"2004 Federal Election","482","Southern Times Messenger","Messenger Press Pty Ltd","Publisher","Australian Labor Party (South Australian Branch)","Party","06/10/2004","1476"
"2004 Federal Election","482","Southern Times Messenger","Messenger Press Pty Ltd","Publisher","Australian Progressive Alliance","Party","29/09/2004","270"
"2004 Federal Election","482","Southern Times Messenger","Messenger Press Pty Ltd","Publisher","Australian Progressive Alliance","Party","06/10/2004","270"
"2004 Federal Election","482","Southern Times Messenger","Messenger Press Pty Ltd","Publisher","Highgate Industries","Third Party","06/10/2004","986"
"2004 Federal Election","482","Southern Times Messenger","Messenger Press Pty Ltd","Publisher","Jeffries Clarke Advertising","Third Party","29/09/2004","849"
"2004 Federal Election","482","Southern Times Messenger","Messenger Press Pty Ltd","Publisher","Jeffries Clarke Advertising","Third Party","06/10/2004","849"
"2004 Federal Election","482","Southern Times Messenger","Messenger Press Pty Ltd","Publisher","Liberal Party of Australia (S.A. Division)","Party","22/09/2004","1135"
"2004 Federal Election","482","Southern Times Messenger","Messenger Press Pty Ltd","Publisher","Liberal Party of Australia (S.A. Division)","Party","29/09/2004","717"
"2004 Federal Election","482","Southern Times Messenger","Messenger Press Pty Ltd","Publisher","Liberal Party of Australia (S.A. Division)","Party","06/10/2004","717"
"2004 Federal Election","482","Southern Times Messenger","Messenger Press Pty Ltd","Publisher","Liberal Party of Australia (S.A. Division)","Party","06/10/2004","1135"
"2004 Federal Election","1343","Spanish Herald","Foreign Language and Press Pty Ltd","Publisher","Liberal Party of Australia","Party","05/10/2004","1764"
"2004 Federal Election","5173","Spirit Network","Redwave Media Pty Ltd","Broadcaster","Australian Labor Party (ALP)","Party","01/10/2004","528"
"2004 Federal Election","5173","Spirit Network","Redwave Media Pty Ltd","Broadcaster","Independent EFF","Party","01/10/2004","26"
"2004 Federal Election","5173","Spirit Network","Redwave Media Pty Ltd","Broadcaster","Independent EFF","Party","01/10/2004","405"
"2004 Federal Election","5173","Spirit Network","Redwave Media Pty Ltd","Broadcaster","Liberal Party of Australia","Party","01/10/2004","339"
"2004 Federal Election","5172","Spirit Network Broome","Redwave Media Pty Ltd","Broadcaster","Australian Labor Party (Western Australian Branch)","Party","01/09/2004","617"
"2004 Federal Election","5172","Spirit Network Broome","Redwave Media Pty Ltd","Broadcaster","Liberal Party (W.A. Division) Inc.","Party","01/09/2004","334"
"2004 Federal Election","5172","Spirit Network Broome","Redwave Media Pty Ltd","Broadcaster","Liberal Party (W.A. Division) Inc.","Party","01/09/2004","497"
"2004 Federal Election","5172","Spirit Network Broome","Redwave Media Pty Ltd","Broadcaster","UNGER, Paul Thomas","Candidate","05/10/2004","110"
"2004 Federal Election","5199","Spirit Network- Karratha","Redwave Media Pty Ltd","Broadcaster","Australian Labor Party (South Australian Branch)","Party","01/09/2004","408"
"2004 Federal Election","5199","Spirit Network- Karratha","Redwave Media Pty Ltd","Broadcaster","Australian Labor Party (South Australian Branch)","Party","01/10/2004","668"
"2004 Federal Election","5199","Spirit Network- Karratha","Redwave Media Pty Ltd","Broadcaster","Independent EFF","Party","01/10/2004","33"
"2004 Federal Election","5199","Spirit Network- Karratha","Redwave Media Pty Ltd","Broadcaster","Independent EFF","Party","01/10/2004","497"
"2004 Federal Election","5199","Spirit Network- Karratha","Redwave Media Pty Ltd","Broadcaster","Liberal Party of Australia (S.A. Division)","Party","01/10/2004","50"
"2004 Federal Election","5171","Spirit Network- Port Hedland","Redwave Media Pty Ltd","Broadcaster","Australian Labor Party (Western Australian Branch)","Party","26/09/2004","668"
"2004 Federal Election","5171","Spirit Network- Port Hedland","Redwave Media Pty Ltd","Broadcaster","CAMPBELL, Graeme","Candidate","30/09/2004","497"
"2004 Federal Election","5171","Spirit Network- Port Hedland","Redwave Media Pty Ltd","Broadcaster","CAMPBELL, Graeme","Candidate","03/10/2004","170"
"2004 Federal Election","5171","Spirit Network- Port Hedland","Redwave Media Pty Ltd","Broadcaster","Liberal Party (W.A. Division) Inc.","Party","27/09/2004","4422"
"2004 Federal Election","4122","Springvale Dandenong Leader","Leader Community Newspapers","Publisher","Australian Labor Party (Victorian Branch)","Party","06/10/2004","875"
"2004 Federal Election","5300","St Albans Star","South East Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","14/09/2004","147"
"2004 Federal Election","5300","St Albans Star","South East Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","21/09/2004","147"
"2004 Federal Election","5300","St Albans Star","South East Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","21/09/2004","147"
"2004 Federal Election","5300","St Albans Star","South East Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","28/09/2004","327"
"2004 Federal Election","5300","St Albans Star","South East Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","05/10/2004","719"
"2004 Federal Election","5053","St Marys Mt Druitt Star","Fairfax Community Newspapers","Publisher","Australian Labor Party (N.S.W. Branch)","Party","05/10/2004","3130"
"2004 Federal Election","483","Standard Messenger","Messenger Press Pty Ltd","Publisher","Australian Conservation Foundation","Third Party","08/09/2004","730"
"2004 Federal Election","483","Standard Messenger","Messenger Press Pty Ltd","Publisher","Australian Greens","Party","29/09/2004","496"
"2004 Federal Election","483","Standard Messenger","Messenger Press Pty Ltd","Publisher","Australian Greens","Party","29/09/2004","663"
"2004 Federal Election","483","Standard Messenger","Messenger Press Pty Ltd","Publisher","Australian Greens","Party","06/10/2004","418"
"2004 Federal Election","483","Standard Messenger","Messenger Press Pty Ltd","Publisher","Australian Labor Party (South Australian Branch)","Party","22/09/2004","534"
"2004 Federal Election","483","Standard Messenger","Messenger Press Pty Ltd","Publisher","Australian Labor Party (South Australian Branch)","Party","29/09/2004","149"
"2004 Federal Election","483","Standard Messenger","Messenger Press Pty Ltd","Publisher","Australian Labor Party (South Australian Branch)","Party","06/10/2004","59"
"2004 Federal Election","483","Standard Messenger","Messenger Press Pty Ltd","Publisher","Australian Labor Party (South Australian Branch)","Party","06/10/2004","149"
"2004 Federal Election","483","Standard Messenger","Messenger Press Pty Ltd","Publisher","Australian Labor Party (South Australian Branch)","Party","06/10/2004","977"
"2004 Federal Election","483","Standard Messenger","Messenger Press Pty Ltd","Publisher","Australian Progressive Alliance","Party","29/09/2004","220"
"2004 Federal Election","483","Standard Messenger","Messenger Press Pty Ltd","Publisher","Australian Progressive Alliance","Party","06/10/2004","253"
"2004 Federal Election","483","Standard Messenger","Messenger Press Pty Ltd","Publisher","Christopher Pines","Third Party","22/09/2004","701"
"2004 Federal Election","483","Standard Messenger","Messenger Press Pty Ltd","Publisher","Highgate Industries","Third Party","06/10/2004","944"
"2004 Federal Election","483","Standard Messenger","Messenger Press Pty Ltd","Publisher","Liberal Party of Australia (S.A. Division)","Party","22/09/2004","1656"
"2004 Federal Election","483","Standard Messenger","Messenger Press Pty Ltd","Publisher","Liberal Party of Australia (S.A. Division)","Party","29/09/2004","683"
"2004 Federal Election","483","Standard Messenger","Messenger Press Pty Ltd","Publisher","Liberal Party of Australia (S.A. Division)","Party","06/10/2004","683"
"2004 Federal Election","483","Standard Messenger","Messenger Press Pty Ltd","Publisher","Oxfam Community Aid Abroad","Third Party","22/09/2004","138"
"2004 Federal Election","5283","Star FM range 105.9 FM","Midcoast Broadcasters Pty Ltd","Broadcaster","Australian Labor Party (N.S.W. Branch)","Party","30/09/2004","554"
"2004 Federal Election","5283","Star FM range 105.9 FM","Midcoast Broadcasters Pty Ltd","Broadcaster","Australian Labor Party (N.S.W. Branch)","Party","30/09/2004","858"
"2004 Federal Election","5283","Star FM range 105.9 FM","Midcoast Broadcasters Pty Ltd","Broadcaster","National Party of Australia - N.S.W.","Party","30/09/2004","4862"
"2004 Federal Election","5283","Star FM range 105.9 FM","Midcoast Broadcasters Pty Ltd","Broadcaster","National Union of Students Inc","Third Party","30/09/2004","2217"
"2004 Federal Election","5283","Star FM range 105.9 FM","Midcoast Broadcasters Pty Ltd","Broadcaster","New Country Party","Party","30/09/2004","1366"
"2004 Federal Election","5283","Star FM range 105.9 FM","Midcoast Broadcasters Pty Ltd","Broadcaster","The Greens NSW","Party","29/09/2004","2323"
"2004 Federal Election","5283","Star FM range 105.9 FM","Midcoast Broadcasters Pty Ltd","Broadcaster","The Greens NSW","Party","29/09/2004","2323"
"2004 Federal Election","4178","StarFM Orange 105.9","Macquarie Regional Radioworks Pty Ltd","Broadcaster","ANDREN, Peter James","Candidate","30/09/2004","623"
"2004 Federal Election","4178","StarFM Orange 105.9","Macquarie Regional Radioworks Pty Ltd","Broadcaster","National Party of Australia - N.S.W.","Party","30/09/2004","2657"
"2004 Federal Election","4178","StarFM Orange 105.9","Macquarie Regional Radioworks Pty Ltd","Broadcaster","The Greens NSW","Party","29/09/2004","1029"
"2004 Federal Election","361","Stawell Times - News","Regional Publishing (Western VIC P/L)","Publisher","Australian Democrats Victorian Division","Party","05/10/2004","42"
"2004 Federal Election","361","Stawell Times - News","Regional Publishing (Western VIC P/L)","Publisher","Australian Labor Party (Victorian Branch)","Party","21/09/2004","23"
"2004 Federal Election","361","Stawell Times - News","Regional Publishing (Western VIC P/L)","Publisher","Australian Labor Party (Victorian Branch)","Party","21/09/2004","23"
"2004 Federal Election","361","Stawell Times - News","Regional Publishing (Western VIC P/L)","Publisher","Australian Labor Party (Victorian Branch)","Party","21/09/2004","48"
"2004 Federal Election","361","Stawell Times - News","Regional Publishing (Western VIC P/L)","Publisher","Australian Labor Party (Victorian Branch)","Party","05/10/2004","80"
"2004 Federal Election","361","Stawell Times - News","Regional Publishing (Western VIC P/L)","Publisher","Australian Labor Party (Victorian Branch)","Party","08/10/2004","84"
"2004 Federal Election","361","Stawell Times - News","Regional Publishing (Western VIC P/L)","Publisher","Family First Party","Party","05/10/2004","42"
"2004 Federal Election","361","Stawell Times - News","Regional Publishing (Western VIC P/L)","Publisher","Family First Party","Party","08/10/2004","66"
"2004 Federal Election","361","Stawell Times - News","Regional Publishing (Western VIC P/L)","Publisher","Liberal Party of Australia (Victorian Division)","Party","28/09/2004","8"
"2004 Federal Election","361","Stawell Times - News","Regional Publishing (Western VIC P/L)","Publisher","Liberal Party of Australia (Victorian Division)","Party","01/10/2004","262"
"2004 Federal Election","361","Stawell Times - News","Regional Publishing (Western VIC P/L)","Publisher","Liberal Party of Australia (Victorian Division)","Party","01/10/2004","262"
"2004 Federal Election","361","Stawell Times - News","Regional Publishing (Western VIC P/L)","Publisher","Liberal Party of Australia (Victorian Division)","Party","05/10/2004","8"
"2004 Federal Election","361","Stawell Times - News","Regional Publishing (Western VIC P/L)","Publisher","Liberal Party of Australia (Victorian Division)","Party","08/10/2004","587"
"2004 Federal Election","361","Stawell Times - News","Regional Publishing (Western VIC P/L)","Publisher","The Australian Greens - Victoria","Party","05/10/2004","80"
"2004 Federal Election","361","Stawell Times - News","Regional Publishing (Western VIC P/L)","Publisher","The Australian Greens - Victoria","Party","08/10/2004","185"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Australian Labor Party (Western Australian Branch)","Party","31/08/2004","993"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Australian Labor Party (Western Australian Branch)","Party","07/09/2004","993"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Australian Labor Party (Western Australian Branch)","Party","14/09/2004","993"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Australian Labor Party (Western Australian Branch)","Party","21/09/2004","993"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Australian Labor Party (Western Australian Branch)","Party","05/10/2004","219"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Australian Labor Party (Western Australian Branch)","Party","05/10/2004","219"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Australian Labor Party (Western Australian Branch)","Party","05/10/2004","219"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Australian Labor Party (Western Australian Branch)","Party","05/10/2004","251"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Australian Labor Party (Western Australian Branch)","Party","05/10/2004","993"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Australian Labor Party (Western Australian Branch)","Party","05/10/2004","1265"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Christian Democratic Party (Fred Nile Group)","Party","21/09/2004","672"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Christian Democratic Party (Fred Nile Group)","Party","28/09/2004","739"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Liberal Party (W.A. Division) Inc.","Party","31/08/2004","1570"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Liberal Party (W.A. Division) Inc.","Party","07/09/2004","1707"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Liberal Party (W.A. Division) Inc.","Party","14/09/2004","1707"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Liberal Party (W.A. Division) Inc.","Party","21/09/2004","1165"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Liberal Party (W.A. Division) Inc.","Party","21/09/2004","1707"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Liberal Party (W.A. Division) Inc.","Party","28/09/2004","1165"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Liberal Party (W.A. Division) Inc.","Party","28/09/2004","1707"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Liberal Party (W.A. Division) Inc.","Party","05/10/2004","329"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Liberal Party (W.A. Division) Inc.","Party","05/10/2004","1165"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","Liberal Party (W.A. Division) Inc.","Party","05/10/2004","1707"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","The Greens (WA) Inc","Party","28/09/2004","507"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","The Greens (WA) Inc","Party","28/09/2004","507"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","The Greens (WA) Inc","Party","05/10/2004","507"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","The Greens (WA) Inc","Party","05/10/2004","507"
"2004 Federal Election","1472","Stock Journal","Stock Journal Publishers Pty Ltd","Publisher","Liberal Party of Australia (S.A. Division)","Party","23/09/2004","756"
"2004 Federal Election","1472","Stock Journal","Stock Journal Publishers Pty Ltd","Publisher","National Party of Australia (S.A.) Inc.","Party","30/09/2004","542"
"2004 Federal Election","1472","Stock Journal","Stock Journal Publishers Pty Ltd","Publisher","National Party of Australia (S.A.) Inc.","Party","07/10/2004","542"
"2004 Federal Election","1472","Stock Journal","Stock Journal Publishers Pty Ltd","Publisher","Pauline Hanson's One Nation","Party","16/09/2004","387"
"2004 Federal Election","1472","Stock Journal","Stock Journal Publishers Pty Ltd","Publisher","STANKO, Andrew Peter","Candidate","09/09/2004","310"
"2004 Federal Election","4153","Stonnington Leader","Leader Community Newspapers","Publisher","Liberal Party of Australia","Party","15/09/2004","1412"
"2004 Federal Election","4153","Stonnington Leader","Leader Community Newspapers","Publisher","Liberal Party of Australia","Party","22/09/2004","1412"
"2004 Federal Election","4153","Stonnington Leader","Leader Community Newspapers","Publisher","Liberal Party of Australia","Party","29/09/2004","353"
"2004 Federal Election","4153","Stonnington Leader","Leader Community Newspapers","Publisher","Liberal Party of Australia","Party","29/09/2004","1412"
"2004 Federal Election","4153","Stonnington Leader","Leader Community Newspapers","Publisher","Liberal Party of Australia","Party","06/10/2004","353"
"2004 Federal Election","4153","Stonnington Leader","Leader Community Newspapers","Publisher","Liberal Party of Australia","Party","06/10/2004","1412"
"2004 Federal Election","4153","Stonnington Leader","Leader Community Newspapers","Publisher","The Australian Greens - Victoria","Party","06/10/2004","776"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","Australian Democrats Queensland Division","Party","19/09/2004","979"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","Australian Education Union - National","Third Party","29/08/2004","19036"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","Australian Labor Party (State of Queensland)","Party","29/08/2004","5281"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","Australian Labor Party (State of Queensland)","Party","12/09/2004","2885"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","Australian Labor Party (State of Queensland)","Party","12/09/2004","125455"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","Australian Labor Party (State of Queensland)","Party","19/09/2004","6270"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","Australian Labor Party (State of Queensland)","Party","19/09/2004","7502"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","Bindaree Beef Pty Ltd","Third Party","29/08/2004","20872"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","Construction Forestry Mining Energy Union","Third Party","26/09/2004","5516"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","East Timor Statement","Third Party","19/09/2004","5193"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","East Timor Statement-Cairns","Third Party","19/09/2004","58608"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","Family First Party","Party","19/09/2004","96571"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","Family First Party","Party","26/09/2004","1977"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","FEENEY, Cherry Lynne","Candidate","12/09/2004","3558"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","HEDBERG, Lars Eric","Candidate","05/09/2004","18064"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","KATTER, Robert Carl","Candidate","26/09/2004","3212"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","Liberal Party of Australia - Queensland Division","Party","29/08/2004","140130"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","Liberal Party of Australia - Queensland Division","Party","19/09/2004","4739"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","Liberal Party of Australia - Queensland Division","Party","19/09/2004","8292"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","Liberal Party of Australia - Queensland Division","Party","26/09/2004","2222"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","Liberal Party of Australia - Queensland Division","Party","26/09/2004","3320"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","Liberal Party of Australia - Queensland Division","Party","26/09/2004","3474"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","Liberal Party of Australia - Queensland Division","Party","26/09/2004","12062"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","MENZEL, Margaret Frances","Candidate","19/09/2004","19814"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","National Party of Australia (Queensland)","Party","12/09/2004","116069"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","Northern Territory Education Union- Qld","Third Party","05/09/2004","3770"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","Pauline Hanson's One Nation","Party","26/09/2004","37000"
"2004 Federal Election","3996","STV","WIN Television Pty Ltd","Broadcaster","Family First Party","Party","19/09/2004","6007"
"2004 Federal Election","3996","STV","WIN Television Pty Ltd","Broadcaster","Liberal Party of Australia (Victorian Division)","Party","29/08/2004","15228"
"2004 Federal Election","3996","STV","WIN Television Pty Ltd","Broadcaster","National Party of Australia (Queensland)","Party","26/09/2004","1987"
"2004 Federal Election","3996","STV","WIN Television Pty Ltd","Broadcaster","Pauline Hanson's One Nation","Party","26/09/2004","2593"
"2004 Federal Election","3996","STV","WIN Television Pty Ltd","Broadcaster","The Victorian Green Alliance","Party","03/10/2004","498"
"2004 Federal Election","923","STW CHAN 9","Swan Television & Radio Broadcasters Ltd","Broadcaster","Australian Labor Party (ALP)","Party","29/08/2004","22029"
"2004 Federal Election","923","STW CHAN 9","Swan Television & Radio Broadcasters Ltd","Broadcaster","Australian Labor Party (ALP)","Party","29/08/2004","41419"
"2004 Federal Election","923","STW CHAN 9","Swan Television & Radio Broadcasters Ltd","Broadcaster","Australian Labor Party (ALP)","Party","29/08/2004","61792"
"2004 Federal Election","923","STW CHAN 9","Swan Television & Radio Broadcasters Ltd","Broadcaster","Australian Labor Party (ALP)","Party","29/08/2004","86983"
"2004 Federal Election","923","STW CHAN 9","Swan Television & Radio Broadcasters Ltd","Broadcaster","Liberal Party of Australia","Party","29/08/2004","3078"
"2004 Federal Election","923","STW CHAN 9","Swan Television & Radio Broadcasters Ltd","Broadcaster","Liberal Party of Australia","Party","29/08/2004","7965"
"2004 Federal Election","923","STW CHAN 9","Swan Television & Radio Broadcasters Ltd","Broadcaster","Liberal Party of Australia","Party","29/08/2004","23336"
"2004 Federal Election","923","STW CHAN 9","Swan Television & Radio Broadcasters Ltd","Broadcaster","Liberal Party of Australia","Party","29/08/2004","79045"
"2004 Federal Election","923","STW CHAN 9","Swan Television & Radio Broadcasters Ltd","Broadcaster","Liberal Party of Australia","Party","29/08/2004","83543"
"2004 Federal Election","923","STW CHAN 9","Swan Television & Radio Broadcasters Ltd","Broadcaster","The Optical Superstore P/L","Third Party","29/08/2004","27469"
"2004 Federal Election","1428","Sun FM","Alice Springs Commercial Broadcasters Pty Ltd","Broadcaster","Australian Labor Party (Northern Territory) Branch","Party","01/10/2004","621"
"2004 Federal Election","1428","Sun FM","Alice Springs Commercial Broadcasters Pty Ltd","Broadcaster","Country Labor Party","Party","31/08/2004","1250"
"2004 Federal Election","1608","Sun Herald","Fairfax Ltd","Publisher","Australian Greens","Party","26/09/2004","6344"
"2004 Federal Election","1608","Sun Herald","Fairfax Ltd","Publisher","Australian Greens","Party","03/10/2004","6344"
"2004 Federal Election","1608","Sun Herald","Fairfax Ltd","Publisher","Christian Democratic Party (Fred Nile Group)","Party","19/09/2004","7591"
"2004 Federal Election","1608","Sun Herald","Fairfax Ltd","Publisher","Christian Democratic Party (Fred Nile Group)","Party","03/10/2004","7591"
"2004 Federal Election","4155","Sunbury Macedon Leader","Leader Community Newspapers","Publisher","Australian College of Contemporary Somatic Psychotherapy P/L","Third Party","06/10/2004","489"
"2004 Federal Election","4155","Sunbury Macedon Leader","Leader Community Newspapers","Publisher","Australian Labor Party (Victorian Branch)","Party","29/09/2004","205"
"2004 Federal Election","4155","Sunbury Macedon Leader","Leader Community Newspapers","Publisher","Australian Labor Party (Victorian Branch)","Party","06/10/2004","205"
"2004 Federal Election","4155","Sunbury Macedon Leader","Leader Community Newspapers","Publisher","Australian Labor Party (Victorian Branch)","Party","06/10/2004","912"
