"Event","Return Type (Candidate/Senate Group)","Name","Party ID","Party Name","Electorate Name","Electorate State","Nil Return","Amendment No","Total Gift Value","Number Of Donors","Total Electoral Expenditure","Discretionary Benefits Received"
"2010 Federal election","Candidate","COOMBE, Paul Gerard","152","Family First Party","Wakefield","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","COOPER, Peter Jonathan","46","Liberal Party of Australia, NSW Division","Reid","NSW","N","0","0","0","10275","0"
"2010 Federal election","Candidate","CORICA, Matthew Dominic","5","Australian Democrats","Western Australia","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","CORMANN, Matthias Hubert Paul","41","Liberal Party (W.A. Division) Inc","Western Australia","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","CORNELIUS, Jason Peter","152","Family First Party","Macquarie","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","CORNELOUP, Sandra Jeanette","152","Family First Party","Capricornia","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","COSTELLA, Sally Marie","218","Freedom and Prosperity Party","Tasmania","TAS","Y","0","0","0","0","0"
"2010 Federal election","Candidate","COTTER, Neil Thomas","186","Queensland Greens","Rankin","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","COULTON, Mark Maclean","37","National Party of Australia - N.S.W.","Parkes","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","COURTICE, Benjamin Colin","190","Socialist Alliance","Gellibrand","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","COUSER, Geoffrey Alan","32","Australian Greens","Denison","TAS","Y","0","0","0","0","0"
"2010 Federal election","Candidate","COWANS, Scott Michael","","Independent","Western Australia","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","CRAIG, Salore Patricia","32","Australian Greens","Aston","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","CRAIGIE, Lynette Suzanne","49","National Party of Australia (WA) Inc","Durack","WA","N","0","24000","4","16612","0"
"2010 Federal election","Candidate","CREAN, Simon Findlay","51","Australian Labor Party (Victorian Branch)","Hotham","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","CRISP, George Alexander John","32","Australian Greens","Curtin","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","CROKE, Gregory Bernard","5","Australian Democrats","Hindmarsh","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","CROOK, Anthony John","49","National Party of Australia (WA) Inc","O'Connor","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","CROSSIN, Patricia Margaret","64","Australian Labor Party (Northern Territory) Branch","Northern Territory","NT","Y","0","0","0","0","0"
"2010 Federal election","Candidate","CROTHERS, Mathew Bruce","215","Secular Party of Australia","Farrer","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","CROWHURST, Douglas Clive","","Independent","Lilley","QLD","N","0","0","0","276","0"
"2010 Federal election","Candidate","CULLEN, Martin","28","Democratic Labour Party","New South Wales","NSW","N","0","0","0","800","0"
"2010 Federal election","Candidate","CUMMINS, Christopher Paul","52","Australian Labor Party (State of Queensland)","Fisher","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","CUNNINGHAM, Christine Louise","32","Australian Greens","Western Australia","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","CUNNINGHAM, Elizabeth Anne","152","Family First Party","Gilmore","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","CUNNINGHAM, John Lawrence","154","Pauline Hanson's One Nation","Kingsford Smith","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","CURRIE, Ross Alexander John","183","Liberal Democratic Party","Victoria","VIC","N","0","411","1","411","0"
"2010 Federal election","Candidate","CURTIS, Guy Julian","215","Secular Party of Australia","Western Australia","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","CUSTERS, Beverley Eva","152","Family First Party","Forrest","WA","N","0","0","0","2084","0"
"2010 Federal election","Candidate","DANBY, Michael David","51","Australian Labor Party (Victorian Branch)","Melbourne Ports","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DANG, Thomas Quoc Nam","46","Liberal Party of Australia, NSW Division","Fowler","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DARLEY, Keith Gregory","5","Australian Democrats","Chifley","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","D'ATH, Yvette Maree","52","Australian Labor Party (State of Queensland)","Petrie","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DAVID, Anthony John","5","Australian Democrats","Australian Capital Territory","ACT","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DAVIES, Elizabeth Ursula","44","Liberal Party of Australia (S.A. Division)","Makin","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DAVIES, Steven Donald","218","Freedom and Prosperity Party","Barker","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DAVIS, Jan","32","Australian Greens","Paterson","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DAVIS, Kate Timms","32","Australian Greens","Fremantle","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DAVIS, Samuel","54","Australian Labor Party (South Australian Branch)","Mayo","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DAVY, Jeffrey Ross","188","Australian Citizens Party","Murray","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DAWSON, Christopher John","218","Freedom and Prosperity Party","Victoria","VIC","N","0","0","0","138","0"
"2010 Federal election","Candidate","DAWSON, Colin Raymond","32","Australian Greens","Mitchell","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DAWSON, Jamie Andrew Walter George","187","Online Direct Democracy - (Empowering the People!)","South Australia","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DAY, Robert John","152","Family First Party","South Australia","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DE LIMA, Joaquim Eduardo","183","Liberal Democratic Party","Greenway","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DE ZILWA, Yasmin","152","Family First Party","Dunkley","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DEAN, Duncan Robert","5","Australian Democrats","Northern Territory","NT","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DEGEN, Kenneth Paul","","Independent","Wright","QLD","N","0","0","0","1007","0"
"2010 Federal election","Candidate","DELEZIO, Ronald Alfred","46","Liberal Party of Australia, NSW Division","Banks","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DENNIS, Joseph Langton","37","National Party of Australia - N.S.W.","New South Wales","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DETTMANN, Brian Charles","154","Pauline Hanson's One Nation","New England","NSW","N","0","0","0","567","0"
"2010 Federal election","Candidate","DEWAR, Heather Winifred","218","Freedom and Prosperity Party","Western Australia","WA","N","0","1020","1","0","0"
"2010 Federal election","Candidate","Di BLASIO, Jessica Michelle","32","Australian Greens","Macarthur","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DI MASCOLO, Frank","32","Australian Greens","Holt","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DI NATALE, Richard","32","Australian Greens","Victoria","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DIAZ, Jayme Manuel","46","Liberal Party of Australia, NSW Division","Greenway","NSW","N","0","0","0","8018","0"
"2010 Federal election","Candidate","DIGANCE, Annabel Faith Catford","54","Australian Labor Party (South Australian Branch)","Boothby","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DIMOZANTOS, Kimberly Louise","32","Australian Greens","Bendigo","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DIXON, Mark Kimberley","183","Liberal Democratic Party","Western Australia","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DOCHERTY, Rebecca Jane","211","Liberal National Party of Queensland","Griffith","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DOECKE, Geoffrey Michael","152","Family First Party","Kingston","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DOEPEL, David Glen","53","Australian Labor Party (Western Australian Branch)","Tangney","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DOHERTY, Denis William","208","The Communists","Sydney","NSW","N","0","5902","40","4864","0"
"2010 Federal election","Candidate","d'OLIVEIRA, Cyril","","Independent","Hinkler","QLD","N","0","400","2","100","0"
"2010 Federal election","Candidate","DONAYRE, Christine Agnes","32","Australian Greens","Watson","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DORE, Alexander William","46","Liberal Party of Australia, NSW Division","Grayndler","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DOUGLAS, Keith","182","Australian Fishing and Lifestyle Party","Queensland","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DOWELL, John","","Independent","Queensland","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DRAKE-BROCKMAN, Matthew Paul","32","Australian Greens","Warringah","NSW","N","0","750","2","0","0"
"2010 Federal election","Candidate","DRENNAN, Barry Stafford","152","Family First Party","Swan","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DREYFUS, Mark Alfred","51","Australian Labor Party (Victorian Branch)","Isaacs","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DRUERY, Glenn William","183","Liberal Democratic Party","New South Wales","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DRUMMOND, Michelle Anne","","Independent","South Australia","SA","N","0","100","5","0","0"
"2010 Federal election","Candidate","D'SOUZA, Conrad Agnello","43","Liberal Party of Australia (Victorian Division)","Maribyrnong","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DUFFY, Kevin Michael","132","Country Labor Party","Calare","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DUNCAN, Malcolm Bruce","","Independent","Wentworth","NSW","N","0","7150","2","1225","0"
"2010 Federal election","Candidate","DUNJEY, Lachlan Peter Charles","191","Christian Democratic Party (Fred Nile Group)","Western Australia","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DURACK, Louise Frances Marie","53","Australian Labor Party (Western Australian Branch)","Stirling","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DUTTON, Peter Craig","211","Liberal National Party of Queensland","Dickson","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DYKSTRA, Frederik Willem","152","Family First Party","Kennedy","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","DYKYJ, Jonathon Peter","186","Queensland Greens","Dawson","QLD","N","0","4080","11","2781","0"
"2010 Federal election","Candidate","EBONO, Giovanni","32","Australian Greens","Richmond","NSW","N","0","2913","118","12838","0"
"2010 Federal election","Candidate","ECKFORD, Michael John","","Independent","New South Wales","NSW","N","0","2000","1","2000","0"
"2010 Federal election","Candidate","EDDY-VEITZ, BEN","191","Christian Democratic Party (Fred Nile Group)","Victoria","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","EDEN, Nicholas Simon","51","Australian Labor Party (Victorian Branch)","Goldstein","VIC","N","0","0","0","715","0"
"2010 Federal election","Candidate","EDMONDS, Robert George","154","Pauline Hanson's One Nation","South Australia","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","EDWARDS, Sean Christopher","44","Liberal Party of Australia (S.A. Division)","South Australia","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","EKENDAHL, Kevin Sven","43","Liberal Party of Australia (Victorian Division)","Melbourne Ports","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","ELISHE, Jamal","46","Liberal Party of Australia, NSW Division","McMahon","NSW","N","0","0","0","16847","0"
"2010 Federal election","Candidate","ELLERMAN, Suzanne Elizabeth","32","Australian Greens","Canberra","ACT","Y","0","0","0","0","0"
"2010 Federal election","Candidate","ELLIOT, Maria Justine","50","Australian Labor Party (N.S.W. Branch)","Richmond","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","ELLIS, Christian Marc Fergus","152","Family First Party","Berowra","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","ELLIS, Katherine Margaret","54","Australian Labor Party (South Australian Branch)","Adelaide","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","EMBREY, Joh Kenneth","187","Online Direct Democracy - (Empowering the People!)","Queensland","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","EMBRY, Patrick Paul Elliot","","Independent","Western Australia","WA","N","0","460","4","14071","0"
"2010 Federal election","Candidate","EMERSON, Craig Anthony","52","Australian Labor Party (State of Queensland)","Rankin","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","EMMERSON, Daniel","152","Family First Party","Melbourne Ports","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","EMMERY, Christian","132","Country Labor Party","Farrer","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","ENTSCH, Warren George","211","Liberal National Party of Queensland","Leichhardt","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","ESGUERRA, Indra Eleanor","32","Australian Greens","Fraser","ACT","Y","0","0","0","0","0"
"2010 Federal election","Candidate","ESKAROS, Essam Samuel","46","Liberal Party of Australia, NSW Division","Werriwa","NSW","N","0","0","0","1428","0"
"2010 Federal election","Candidate","EVANS, Christopher Vaughan","53","Australian Labor Party (Western Australian Branch)","Western Australia","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","EVANS, Darren Paul","219","Building Australia Party","Victoria","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","EVANS, Nimrod","215","Secular Party of Australia","Chisholm","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","EVANS, Rachel Lorraine","190","Socialist Alliance","New South Wales","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","EVANS, Rodney Andrew","154","Pauline Hanson's One Nation","Queensland","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","EVANS, Rupert Simon Charles","51","Australian Labor Party (Victorian Branch)","Aston","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","EVANS, Stephen John","191","Christian Democratic Party (Fred Nile Group)","Berowra","NSW","N","0","200","1","0","0"
"2010 Federal election","Candidate","FAULKNER, John Philip","50","Australian Labor Party (N.S.W. Branch)","New South Wales","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FAULKNER, Nicolas de Bray","","Independent","Richmond","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FAWCETT, David Julian","44","Liberal Party of Australia (S.A. Division)","South Australia","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FAWCETT, David Michael","","Independent","Higgins","VIC","N","0","524","2","422","0"
"2010 Federal election","Candidate","FELS, Anthony James","","Independent","Western Australia","WA","N","0","10000","2","10019","0"
"2010 Federal election","Candidate","FENELEY, Michael Patrick","46","Liberal Party of Australia, NSW Division","Kingsford Smith","NSW","N","0","0","0","6311","0"
"2010 Federal election","Candidate","FENTIMAN, Shannon Maree","52","Australian Labor Party (State of Queensland)","Queensland","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FERGEUS, Joshua Paul","32","Australian Greens","Chisholm","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FERGUSON, Laurie Donald Thomas","50","Australian Labor Party (N.S.W. Branch)","Werriwa","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FERGUSON, Martin John","51","Australian Labor Party (Victorian Branch)","Batman","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FERRANDO, Carolyn Maree","152","Family First Party","Bonner","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FERRANTE, Giuseppe","41","Liberal Party (W.A. Division) Inc","Perth","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FERRARO, Santo","154","Pauline Hanson's One Nation","Wide Bay","QLD","N","0","0","0","1123","0"
"2010 Federal election","Candidate","FIEBIG, Peter Scott","32","Australian Greens","Sturt","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FIELDING, Steven Murray","152","Family First Party","Victoria","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FIERRAVANTI-WELLS, Concetta","46","Liberal Party of Australia, NSW Division","New South Wales","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FINDLAY, Peter Charles","152","Family First Party","Queensland","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FINNEGAN, Juanita Lucille","","Independent","Western Australia","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FINTER, Deirdre Angela","","Independent","Lingiari","NT","N","0","0","0","2500","0"
"2010 Federal election","Candidate","FIREBRACE, Sharon","190","Socialist Alliance","Victoria","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FISHER, Ian Matthew Richmond","32","Australian Greens","Hindmarsh","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FISHER, Mary Josephine","44","Liberal Party of Australia (S.A. Division)","South Australia","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FITZGIBBON, Jenny","186","Queensland Greens","Hinkler","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FITZGIBBON, Joel Andrew","50","Australian Labor Party (N.S.W. Branch)","Hunter","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FITZPATRICK, Peter Bernard","154","Pauline Hanson's One Nation","South Australia","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FLANAGAN, John Edward","194","Non-Custodial Parents Party (Equal Parenting)","Cunningham","NSW","N","0","0","0","400","0"
"2010 Federal election","Candidate","FLEAY, Veronica May","49","National Party of Australia (WA) Inc","Western Australia","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FLETCHER, David Benjamin","32","Australian Greens","Riverina","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FLETCHER, Paul","46","Liberal Party of Australia, NSW Division","Bradfield","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FLYNN, Peter Maurice","188","Australian Citizens Party","Lingiari","NT","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FOLKES, Nicholas Hunter","","Independent","New South Wales","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FORD, Gordon William","","Independent","Isaacs","VIC","N","0","0","0","3180","0"
"2010 Federal election","Candidate","FOREMAN, Jane Elizabeth","152","Family First Party","Durack","WA","N","0","2420","1","1000","0"
"2010 Federal election","Candidate","FORREST, John Alexander","39","National Party of Australia - Victoria","Mallee","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FORSBERG, Frida Katherine","186","Queensland Greens","Groom","QLD","N","0","0","0","420","0"
"2010 Federal election","Candidate","FORSTER, Anthony John","152","Family First Party","Goldstein","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FORSTER, John Michael","","Independent","Franklin","TAS","N","0","0","0","5233","0"
"2010 Federal election","Candidate","FORSYTH, William McDonald","191","Christian Democratic Party (Fred Nile Group)","Durack","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FOSTER, Roland William","194","Non-Custodial Parents Party (Equal Parenting)","New South Wales","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FOX, Robert Laurence","","Independent","Longman","QLD","N","0","0","0","3854","0"
"2010 Federal election","Candidate","FOY, Merelyn Anne","152","Family First Party","Cook","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FRAGIACOMO, Frank","","Independent","Eden-Monaro","NSW","N","0","0","0","71","0"
"2010 Federal election","Candidate","FRANCIS, Simone Leanne","32","Australian Greens","Barton","NSW","N","0","8706","2","7442","0"
"2010 Federal election","Candidate","FRANCIS, Wendy Joy","152","Family First Party","Queensland","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FREDERICKS, Jeremy John","152","Family First Party","Wright","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FREEMAN, Shelly Deborah","51","Australian Labor Party (Victorian Branch)","Victoria","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FREEMANTLE, Graham John","191","Christian Democratic Party (Fred Nile Group)","Robertson","NSW","N","0","0","0","1944","0"
"2010 Federal election","Candidate","FREEWATER, Peter","32","Australian Greens","Robertson","NSW","N","0","10000","1","6592","0"
"2010 Federal election","Candidate","FRIER, Robert Andrew","","Independent","New South Wales","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FRYAR, James Munro","183","Liberal Democratic Party","Queensland","QLD","N","0","0","0","140","0"
"2010 Federal election","Candidate","FRYDENBERG, Joshua Anthony","43","Liberal Party of Australia (Victorian Division)","Kooyong","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FUHRMANN, Steven Paul Karl","152","Family First Party","Western Australia","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","FULTON, Robert William","183","Liberal Democratic Party","Queensland","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GABB, Lucy","183","Liberal Democratic Party","New South Wales","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GAGLIANO-VENTURA, Francis","51","Australian Labor Party (Victorian Branch)","Flinders","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GALLACHER, Alexander McEachian","54","Australian Labor Party (South Australian Branch)","South Australia","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GALLAGHER, Michael Patrick","","Independent","Berowra","NSW","N","0","0","0","630","0"
"2010 Federal election","Candidate","GALLARD, Sarah","50","Australian Labor Party (N.S.W. Branch)","Bradfield","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GAMBARO, Teresa","211","Liberal National Party of Queensland","Brisbane","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GAMEAU, Michael James","183","Liberal Democratic Party","Makin","SA","N","0","0","0","71","0"
"2010 Federal election","Candidate","GARDINER, Matthew John","64","Australian Labor Party (Northern Territory) Branch","Northern Territory","NT","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GAROFANI, Perry Lodovico","5","Australian Democrats","Grayndler","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GARRETT, Peter Robert","50","Australian Labor Party (N.S.W. Branch)","Kingsford Smith","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GASH, Joanna","46","Liberal Party of Australia, NSW Division","Gilmore","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GATT, Leigh Samuel","","Independent","McMillan","VIC","N","0","0","0","665","0"
"2010 Federal election","Candidate","GAULT, George","154","Pauline Hanson's One Nation","Moore","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GAZARD, David Peter","46","Liberal Party of Australia, NSW Division","Eden-Monaro","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GEMMELL, Suzanne","32","Australian Greens","Bradfield","NSW","N","0","0","0","17445","0"
"2010 Federal election","Candidate","GEORGANAS, Steven","54","Australian Labor Party (South Australian Branch)","Hindmarsh","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GEORGATOS, Gerasimas","","Independent","Western Australia","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GEORGE, Ian Fletcher","152","Family First Party","Holt","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GIBBONS, Stephen William","51","Australian Labor Party (Victorian Branch)","Bendigo","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GIBSON, Desiree Lee","212","Australian Sex Party","Queensland","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GIBSON, Donald McCance","43","Liberal Party of Australia (Victorian Division)","Corio","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GILLARD, Julia Eileen","51","Australian Labor Party (Victorian Branch)","Lalor","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GILLESPIE, David Arthur","37","National Party of Australia - N.S.W.","Lyne","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GILMORE, Julie","192","Carers Alliance","Western Australia","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GLYNN, John Joseph","","Independent","Australian Capital Territory","ACT","N","0","0","0","7881","0"
"2010 Federal election","Candidate","GODDARD, Anne","186","Queensland Greens","Flynn","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GOH, Yuli","152","Family First Party","Victoria","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GONSALVEZ, Geraldine Marie Antoinette","28","Democratic Labour Party","Victoria","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GOODLAD, John Richard","","Independent","Western Australia","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GOODMAN, Philip John","152","Family First Party","Chisholm","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GORA, Michele Ellen","28","Democratic Labour Party","Tasmania","TAS","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GORDIN, Donna Michele","41","Liberal Party (W.A. Division) Inc","Brand","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GORDON, Christopher John","197","Socialist Equality Party","Parramatta","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GORDON, Robert","215","Secular Party of Australia","McEwen","VIC","N","0","0","0","3962","0"
"2010 Federal election","Candidate","GOULD, Nigel Gregory Timothy","50","Australian Labor Party (N.S.W. Branch)","Mitchell","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GRADWELL, Howard Tom","152","Family First Party","Eden-Monaro","NSW","N","0","0","0","200","0"
"2010 Federal election","Candidate","GRAHAM, Matthew David","184","Shooters, Fishers and Farmers Party","Northern Territory","NT","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GRAY, Gary","53","Australian Labor Party (Western Australian Branch)","Brand","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GRAY, Julie","190","Socialist Alliance","Western Australia","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GREEN, Allan Victor","191","Christian Democratic Party (Fred Nile Group)","Greenway","NSW","N","0","0","0","400","0"
"2010 Federal election","Candidate","GREEN, Andrew Mark","191","Christian Democratic Party (Fred Nile Group)","Lindsay","NSW","N","0","2890","3","3093","0"
"2010 Federal election","Candidate","GREEN, Paul Anthony","191","Christian Democratic Party (Fred Nile Group)","New South Wales","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GREEN, Penelope Lenora Moss","215","Secular Party of Australia","Melbourne","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GRIERSON, Sharon Joy","50","Australian Labor Party (N.S.W. Branch)","Newcastle","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GRIFFIN, Alan Peter","51","Australian Labor Party (Victorian Branch)","Bruce","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GRIGGS, Natasha Louise","24","Country Liberal Party (NT)","Solomon","NT","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GROVES, Angela","192","Carers Alliance","South Australia","SA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GUERIN, Lachlan Antony","","Independent","Queensland","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GULEY, Shane Melvyn","","Independent","Capricornia","QLD","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GUTMAN, Alexander Jacob","212","Australian Sex Party","Warringah","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","GUY, Ronald James","190","Socialist Alliance","Victoria","VIC","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HAASE, Barry Wayne","41","Liberal Party (W.A. Division) Inc","Durack","WA","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HAKELIS, Robyn","132","Country Labor Party","Riverina","NSW","Y","0","0","0","0","0"
"2010 Federal election","Candidate","HALE, Damian Francis","64","Australian Labor Party (Northern Territory) Branch","Solomon","NT","Y","0","0","0","0","0"
